iast	slp1	pos	n	gloss_idx	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
abhāgya	aBAgya	ADJ	4	3	обездоленного	flag	inflected,unknown	обездоленный		обездолить:V:-:-			
abhāva	aBAva	NOUN	202	3	отсутствии	flag	inflected,unknown	отсутствие		отсутствие:S:-:-			
abhī	aBI	VERB	65	1	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
abhī	aBI	VERB	65	2	приходит	flag	inflected,unknown	приходить		приходить:V:-:-			
abhīkṣṇa	aBIkzRa	ADJ	5	1	неустанно	flag	soft_rare		2	неустанно:ADV:2:4.94			
abhīkṣṇaśas	aBIkzRaSas	ADV	4	1	непрерывных	flag	inflected,unknown	непрерывный		непрерывный:A:-:-			
abhīma	aBIma	NOUN	5	3	эту	flag	inflected,unknown	этот		этот:A:-:-			
abhīndh	aBInD	VERB	2	1	воспламенившегося	flag	inflected,unknown	воспламенившийся		воспламениться:V:-:-			
abhīndh	aBInD	VERB	2	2	раскален	flag	inflected,unknown	раскалённый		раскалить:V:-:-			
abhīps	aBIps	VERB	33	1	желая	flag	inflected	желать	4	желать:V:4:213.33			
abhīpsu	aBIpsu	ADJ	3	1	мечтая	flag	inflected,unknown	мечтать		мечтать:V:-:-			
abhīpsu	aBIpsu	ADJ	3	3	желая	flag	inflected	желать	4	желать:V:4:213.33			
abhīru	aBIru	NOUN	3	1	неустрашимых	flag	inflected,unknown	неустрашимый		неустрашимый:A:-:-			
abhīru	aBIru	NOUN	3	2	бесстрашных	flag	inflected,unknown	бесстрашный		бесстрашный:A:-:-			
abhīru	aBIru	NOUN	3	3	бесстрашным	flag	inflected,unknown	бесстрашный		бесстрашный:A:-:-			
abhīta	aBIta	ADJ	22	3	бесстрашен	flag	inflected,unknown	бесстрашный		бесстрашный:A:-:-			
abhīvarga	aBIvarga	NOUN	3	3	пределах	flag	inflected,unknown	предел		предел:S:-:-			
abhīvarta	aBIvarta	NOUN	7	2	наезжающим	flag	inflected,unknown	наезжающий		наезжать:V:-:-			
abhīśu	aBISu	NOUN	14	2	поводьев	flag	inflected,unknown	повод		повод:S:-:-			
abhīśu	aBISu	NOUN	14	3	вожжами	flag	inflected,unknown	вожжа		вожжа:S:-:-			
abhūta	aBUta	ADJ	9	1	получили	flag	inflected,unknown	получить		получить:V:-:-			
abhūti	aBUti	NOUN	12	3	бедствий	flag	inflected,unknown	бедствие		бедствие:S:-:-			
abuddha	abudDa	ADJ	2	2	невидимыми	flag	inflected,unknown	невидимый		невидимый:A:-:-			
abuddhi	abudDi	ADJ	29	2	невежд	flag	inflected,soft_rare	невежда	2	невежда:S:2:4.31			
abudha	abuDa	ADJ	5	1	невежда	flag	soft_rare		2	невежда:S:2:4.31			
abudhna	abuDna	noun	3	1	бездонном	flag	inflected,unknown	бездонный		бездонный:A:-:-			
abīja	abIja	ADJ	2	1	бездетен	flag	inflected,unknown	бездетный		бездетный:A:-:-			
ac	ac	verb	5	2	неразумных	flag	inflected,unknown	неразумный		неразумный:A:-:-			
acara	acara	ADJ	87	3	недвижимо	flag	inflected,unknown	недвижимый		недвижимый:A:-:-			
acchedya	acCedya	noun	11	1	Неуязвим	flag	inflected,unknown	неуязвимый		неуязвимый:A:-:-			
acchidra	acCidra	ADJ	12	1	Надежны	flag	inflected,unknown	надёжный		надёжный:A:-:-			
acchidra	acCidra	ADJ	12	3	непробиваемую	flag	inflected,unknown	непробиваемый		непробиваемый:A:-:-			
acchinna	acCinna	noun	2	1	отрубленными	flag	inflected,unknown	отрубленный		отрубить:V:-:-			
acetāna	acetAna	noun	2	1	неразумного	flag	inflected,unknown	неразумный		неразумный:A:-:-			
acit	acit	NOUN	10	1	неразумной	flag	inflected,unknown	неразумный		неразумный:A:-:-			
acit	acit	NOUN	10	3	задумали	flag	inflected,unknown	задумать		задумать:V:-:-			
acitta	acitta	ADJ	8	1	бездушен	flag	inflected,unknown	бездушный		бездушный:A:-:-			
acitta	acitta	ADJ	8	2	неожиданного	flag	inflected,unknown	неожиданный		неожиданный:A:-:-			
acitta	acitta	ADJ	8	3	неразумную	flag	inflected,unknown	неразумный		неразумный:A:-:-			
acitti	acitti	NOUN	17	3	недомыслию	flag	inflected,unknown	недомыслие		недомыслие:S:-:-			
ad	ad	VERB	227	1	поедает	flag	inflected,unknown	поедать		поедать:V:-:-			
ad	ad	VERB	227	2	ест	flag	inflected	есть	4	есть:V:4:151.44			
adadat	adadat	ADJ	2	2	дал	flag	inflected,unknown	дать		дать:V:-:-			
adakṣiṇa	adakziRa	noun	19	3	неучтивой	flag	inflected,unknown	неучтивый		неучтивый:A:-:-			
adarśayat	adarSayat	ADJ	5	1	указали	flag	inflected,unknown	указать		указать:V:-:-			
adatka	adatka	noun	2	1	беззубому	flag	inflected,unknown	беззубый		беззубый:A:-:-			
adbhuta	adButa	ADJ	304	3	удивительным	flag	inflected,unknown	удивительный		удивительный:A:-:-			
adbhutadarśana	adButadarSana	noun	17	1	удивительные	flag	inflected,unknown	удивительный		удивительный:A:-:-			
adhamarṇa	aDamarRa	NOUN	4	2	должнику	flag	inflected,unknown	должник		должник:S:-:-			
adhamarṇika	aDamarRika	noun	3	1	должника	flag	inflected,unknown	должник		должник:S:-:-			
adhana	aDana	ADJ	20	1	неимущими	flag	inflected,unknown	неимущий		неимущий:A:-:-			
adhana	aDana	ADJ	20	3	беден	flag	inflected,unknown	бедный		бедный:A:-:-			
adharmiṣṭha	aDarmizWa	ADJ	9	3	низкие	flag	inflected,unknown	низкий		низкий:A:-:-			
adharmya	aDarmya	noun	11	2	негодной	flag	inflected,unknown	негодный		негодный:A:-:-			
adharoṣṭha	aDarozWa	noun	4	1	ртом	flag	inflected,unknown	рот		рот:S:-:-			
adharāt	aDarAt	ADV	25	3	юга	flag	inflected,unknown	юг		юг:S:-:-			
adharāñc	aDarAYc	ADJ	6	2	южных	flag	inflected,unknown	южный		южный:A:-:-			
adhaspada	aDaspada	noun	12	3	наступи	flag	inflected,unknown	наступить		наступить:V:-:-			
adhaḥśiras	aDaHSiras	ADJ	4	2	погружался	flag	inflected,unknown	погружаться		погружаться:V:-:-			
adhenu	aDenu	noun	3	2	немолочную	flag	inflected,unknown	немолочный		немолочный:A:-:-			
adhenu	aDenu	noun	3	3	бесплодной	flag	inflected,unknown	бесплодный		бесплодный:A:-:-			
adhibrū	aDibrU	verb	7	1	Вступитесь	flag	inflected,unknown	вступиться		вступиться:V:-:-			
adhidhā	aDiDA	VERB	8	1	вложена	flag	inflected,unknown	вложенный		вложить:V:-:-			
adhidhā	aDiDA	VERB	8	2	надето	flag	inflected,unknown	надетый		надеть:V:-:-			
adhigam	aDigam	VERB	229	1	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
adhigam	aDigam	VERB	229	2	обретает	flag	inflected,unknown	обретать		обретать:V:-:-			
adhigam	aDigam	VERB	229	3	приходит	flag	inflected,unknown	приходить		приходить:V:-:-			
adhigama	aDigama	NOUN	15	2	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
adhigama	aDigama	NOUN	15	3	получает	flag	inflected,unknown	получать		получать:V:-:-			
adhigā	aDigA	VERB	7	1	изучил	flag	inflected	изучить	3	изучить:V:3:30.77			
adhigā	aDigA	VERB	7	2	узнал	flag	inflected,unknown	узнать		узнать:V:-:-			
adhigā	aDigA	VERB	7	3	постигал	flag	inflected,unknown	постигать		постигать:V:-:-			
adhii	aDii	noun	7	1	кладите	flag	inflected,unknown	класть		класть:V:-:-			
adhii	aDii	noun	7	3	решился	flag	inflected,unknown	решиться		решиться:V:-:-			
adhijan	aDijan	VERB	7	1	рожденных	flag	inflected,unknown	рождённый		родить:V:-:-			
adhijan	aDijan	VERB	7	2	вышло	flag	inflected,unknown	выйти		выйти:V:-:-			
adhijan	aDijan	VERB	7	3	родился	flag	inflected	родиться	3	родиться:V:3:99.42			
adhijya	aDijya	ADJ	4	1	тетиву	flag	inflected,unknown	тетива		тетива:S:-:-			
adhijya	aDijya	ADJ	4	3	натянул	flag	inflected,unknown	натянуть		натянуть:V:-:-			
adhikatara	aDikatara	ADJ	13	3	большими	flag	inflected_ambiguous,unknown			больший:A:-:-			
adhikāravat	aDikAravat	ADJ	2	1	прибегает	flag	inflected,unknown	прибегать		прибегать:V:-:-			
adhikṛ	aDikf	VERB	28	2	обращается	flag	inflected,unknown	обращаться		обращаться:V:-:-			
adhikṛ	aDikf	VERB	28	3	надзирает	flag	inflected,unknown	надзирать		надзирать:V:-:-			
adhikṣi	aDikzi	VERB	9	1	обитают	flag	inflected,unknown	обитать		обитать:V:-:-			
adhikṣi	aDikzi	VERB	9	2	владеют	flag	inflected,unknown	владеть		владеть:V:-:-			
adhikṣip	aDikzip	VERB	6	2	насмехались	flag	inflected,unknown	насмехаться		насмехаться:V:-:-			
adhikṣip	aDikzip	VERB	6	3	бранится	flag	inflected,unknown	браниться		браниться:V:-:-			
adhimātra	aDimAtra	ADJ	11	1	сильными	flag	inflected,unknown	сильный		сильный:A:-:-			
adhinidhā	aDiniDA	noun	2	1	надеваем	flag	inflected,unknown	надевать		надевать:V:-:-			
adhinidhā	aDiniDA	noun	2	2	надели	flag	inflected_ambiguous,unknown			надеть:V:-:-			
adhipati	aDipati	NOUN	76	3	повелителю	flag	inflected,unknown	повелитель		повелитель:S:-:-			
adhipā	aDipA	NOUN	8	1	повелителем	flag	inflected,unknown	повелитель		повелитель:S:-:-			
adhirohay	aDirohay	VERB	3	1	Подними	flag	inflected,unknown	поднять		поднять:V:-:-			
adhiropay	aDiropay	VERB	4	2	натянул	flag	inflected,unknown	натянуть		натянуть:V:-:-			
adhiropay	aDiropay	VERB	4	3	сажал	flag	inflected,unknown	сажать		сажать:V:-:-			
adhiruh	aDiruh	VERB	44	1	сел	flag	inflected_ambiguous,unknown			сесть:V:-:-			
adhiskand	aDiskand	noun	2	1	Покрывай	flag	inflected,unknown	покрывать		покрывать:V:-:-			
adhivac	aDivac	noun	3	3	защитника	flag	inflected,unknown	защитник		защитник:S:-:-			
adhivas	aDivas	VERB	22	1	жил	flag	inflected_ambiguous,unknown			жить:V:-:-			
adhivas	aDivas	VERB	22	2	остановись	flag	inflected,unknown	остановиться		остановиться:V:-:-			
adhivikṣip	aDivikzip	VERB	2	1	простирали	flag	inflected,unknown	простирать		простирать:V:-:-			
adhivikṣip	aDivikzip	VERB	2	2	вели	flag	inflected_ambiguous,unknown			велеть:V:-:-			
adhivāka	aDivAka	NOUN	3	1	заступничеству	flag	inflected,unknown	заступничество		заступничество:S:-:-			
adhivāsay	aDivAsay	VERB	3	2	обитает	flag	inflected,unknown	обитать		обитать:V:-:-			
adhiśri	aDiSri	VERB	10	2	Укрепил	flag	inflected,unknown	укрепить		укрепить:V:-:-			
adhiśī	aDiSI	VERB	13	2	ложится	flag	inflected,unknown	ложиться		ложиться:V:-:-			
adhiśī	aDiSI	VERB	13	3	оставаясь	flag	inflected,unknown	оставаться		оставаться:V:-:-			
adhiṣavaṇa	aDizavaRa	NOUN	3	1	выжимании	flag	inflected,unknown	выжимание		выжимание:S:-:-			
adhiṣṭhā	aDizWA	VERB	125	1	властвует	flag	inflected,unknown	властвовать		властвовать:V:-:-			
adhiṣṭhā	aDizWA	VERB	125	2	овладев	flag	inflected,unknown	овладеть		овладеть:V:-:-			
adhiṣṭhā	aDizWA	VERB	125	3	властвуя	flag	inflected,unknown	властвовать		властвовать:V:-:-			
adhrija	aDrija	ADJ	2	1	богатого	flag	inflected,unknown	богатый		богатый:A:-:-			
adhruva	aDruva	ADJ	24	1	непрочен	flag	inflected,unknown	непрочный		непрочный:A:-:-			
adhruva	aDruva	ADJ	24	2	непостоянно	flag	inflected,unknown	непостоянный		непостоянный:A:-:-			
adhruva	aDruva	ADJ	24	3	нестойким	flag	inflected,unknown	нестойкий		нестойкий:A:-:-			
adhvaga	aDvaga	NOUN	6	2	путешествующего	flag	inflected,unknown	путешествующий		путешествовать:V:-:-			
adhvaga	aDvaga	NOUN	6	3	странникам	flag	inflected,unknown	странник		странник:S:-:-			
adhvanya	aDvanya	NOUN	2	2	рыдал	flag	inflected,unknown	рыдать		рыдать:V:-:-			
adhvara	aDvara	NOUN	253	2	обряда	flag	inflected,unknown	обряд		обряд:S:-:-			
adhvara	aDvara	NOUN	253	3	обрядов	flag	inflected,unknown	обряд		обряд:S:-:-			
adhyadhīna	aDyaDIna	noun	5	2	рабом	flag	inflected,unknown	раб		раб:S:-:-			
adhyakṣa	aDyakza	NOUN	35	1	надзором	flag	inflected,unknown	надзор		надзор:S:-:-			
adhyakṣa	aDyakza	NOUN	35	2	надсмотрщика	flag	inflected,unknown	надсмотрщик		надсмотрщик:S:-:-			
adhyas	aDyas	VERB	5	1	приписывают	flag	inflected,unknown	приписывать		приписывать:V:-:-			
adhyavaso	aDyavaso	VERB	8	2	знании	flag	inflected,unknown	знание		знание:S:-:-			
adhyavaso	aDyavaso	VERB	8	3	выяснено	flag	inflected,unknown	выясненный		выяснить:V:-:-			
adhyavasāya	aDyavasAya	NOUN	22	2	решением	flag	inflected,unknown	решение		решение:S:-:-			
adhyayana	aDyayana	NOUN	43	3	изучением	flag	inflected,unknown	изучение		изучение:S:-:-			
adhyāpay	aDyApay	VERB	21	1	обучил	flag	inflected,unknown	обучить		обучить:V:-:-			
adhyāpay	aDyApay	VERB	21	2	преподал	flag	inflected,unknown	преподать		преподать:V:-:-			
adhyāpay	aDyApay	VERB	21	3	обучал	flag	inflected,unknown	обучать		обучать:V:-:-			
adhyāruh	aDyAruh	VERB	2	1	поднялись	flag	inflected,unknown	подняться		подняться:V:-:-			
adhyāruh	aDyAruh	VERB	2	2	взошел	flag	inflected,unknown	взойти		взойти:V:-:-			
adhyās	aDyAs	VERB	29	1	восседает	flag	inflected,unknown	восседать		восседать:V:-:-			
adhyās	aDyAs	VERB	29	2	усеянных	flag	inflected,unknown	усеянный		усеять:V:-:-			
adhyās	aDyAs	VERB	29	3	живет	flag	inflected,unknown	жить		жить:V:-:-			
adhyāvas	aDyAvas	VERB	2	2	шёл	flag	inflected,unknown	идти		идти:V:-:-			
adhyāya	aDyAya	NOUN	76	1	глав	flag	inflected,unknown	глава		глава:S:-:-			
adhyūh	aDyUh	VERB	11	2	покоится	flag	inflected,unknown	покоиться		покоиться:V:-:-			
adhyṛdh	aDyfD	VERB	2	1	возрастало	flag	inflected,unknown	возрастать		возрастать:V:-:-			
adhārmika	aDArmika	ADJ	9	2	нечестивцев	flag	inflected,unknown	нечестивец		нечестивец:S:-:-			
adhārmika	aDArmika	ADJ	9	3	бессовестному	flag	inflected,unknown	бессовестный		бессовестный:A:-:-			
adhī	aDI	VERB	137	1	изучив	flag	inflected	изучить	3	изучить:V:3:30.77			
adhī	aDI	VERB	137	2	обучи	flag	inflected,unknown	обучить		обучить:V:-:-			
adhī	aDI	VERB	137	3	читает	flag	inflected,unknown	читать		читать:V:-:-			
adhīna	aDIna	ADJ	7	1	зависит	flag	inflected,unknown	зависеть		зависеть:V:-:-			
adhīna	aDIna	ADJ	7	2	зависят	flag	inflected,unknown	зависеть		зависеть:V:-:-			
adhīra	aDIra	ADJ	12	3	слабовольным	flag	inflected,unknown	слабовольный		слабовольный:A:-:-			
adhṛṣya	aDfzya	ADJ	8	1	непобедим	flag	inflected,unknown	непобедимый		непобедимый:A:-:-			
adhṛṣya	aDfzya	ADJ	8	2	недоступен	flag	inflected,unknown	недоступный		недоступный:A:-:-			
adhṛṣya	aDfzya	ADJ	8	3	недоступной	flag	inflected,unknown	недоступный		недоступный:A:-:-			
adhṛṣṭa	aDfzwa	ADJ	14	3	неприступными	flag	inflected,unknown	неприступный		неприступный:A:-:-			
adoṣa	adoza	NOUN	5	2	невинную	flag	inflected,unknown	невинный		невинный:A:-:-			
adri	adri	NOUN	192	1	камнями	flag	inflected	камень	4	камень:S:4:178.13			
adri	adri	NOUN	192	2	скалу	flag	inflected_ambiguous,unknown			скал:S:-:-			
adrisāramaya	adrisAramaya	noun	2	2	железным	flag	inflected,unknown	железный		железный:A:-:-			
adrogha	adroGa	ADJ	6	2	Безобманно	flag	inflected,unknown	безобманный		безобманный:A:-:-			
aduṣṭa	aduzwa	ADJ	11	2	безвинного	flag	inflected,unknown	безвинный		безвинный:A:-:-			
advayāvin	advayAvin	noun	3	2	прямодушному	flag	inflected,unknown	прямодушный		прямодушный:A:-:-			
advitīya	advitIya	ADJ	18	2	бесподобен	flag	inflected,unknown	бесподобный		бесподобный:A:-:-			
adāhya	adAhya	noun	8	1	неопалим	flag	inflected,unknown	неопалимый		неопалимый:A:-:-			
adāna	adAna	NOUN	4	1	обглоданного	flag	inflected,unknown	обглоданный		обглодать:V:-:-			
adātṛ	adAtf	noun	3	1	жадных	flag	inflected,unknown	жадный		жадный:A:-:-			
adātṛ	adAtf	noun	3	3	скупцов	flag	inflected,unknown	скупец		скупец:S:-:-			
adīnātman	adInAtman	noun	15	2	великодушен	flag	inflected,unknown	великодушный		великодушный:A:-:-			
adīrghadarśin	adIrGadarSin	noun	6	1	близорукую	flag	inflected,unknown	близорукий		близорукий:A:-:-			
adīrghadarśin	adIrGadarSin	noun	6	3	недальновидного	flag	inflected,unknown	недальновидный		недальновидный:A:-:-			
adṛśya	adfSya	ADJ	44	1	невидимым	flag	inflected,unknown	невидимый		невидимый:A:-:-			
adṛśya	adfSya	ADJ	44	3	невидимыми	flag	inflected,unknown	невидимый		невидимый:A:-:-			
adṛḍha	adfQa	ADJ	2	1	непрочны	flag	inflected,unknown	непрочный		непрочный:A:-:-			
adṛṣṭa	adfzwa	ADJ	68	1	невидимых	flag	inflected,unknown	невидимый		невидимый:A:-:-			
adṛṣṭānta	adfzwAnta	NOUN	2	2	примера	flag	inflected,unknown	пример		пример:S:-:-			
ag	ag	noun	48	1	пришел	flag	inflected	прийти	4	прийти:V:4:591.06			
ag	ag	noun	48	2	подошла	flag	inflected,unknown	подойти		подойти:V:-:-			
ag	ag	noun	48	3	возвратился	flag	inflected,unknown	возвратиться		возвратиться:V:-:-			
aga	aga	NOUN	19	1	гор	flag	inflected,unknown	гора		гора:S:-:-			
aga	aga	NOUN	19	2	подошли	flag	inflected_ambiguous,unknown			подойти:V:-:-			
aga	aga	NOUN	19	3	отправились	flag	inflected,unknown	отправиться		отправиться:V:-:-			
agada	agada	NOUN	23	1	здоровым	flag	inflected	здоровый	4	здоровый:A:4:104.60			
agada	agada	NOUN	23	3	невредимым	flag	inflected,unknown	невредимый		невредимый:A:-:-			
agama	agama	NOUN	7	3	высох	flag	inflected,unknown	высохнуть		высохнуть:V:-:-			
agamya	agamya	ADJ	17	2	неприступную	flag	inflected,unknown	неприступный		неприступный:A:-:-			
agamya	agamya	ADJ	17	3	недоступном	flag	inflected,unknown	недоступный		недоступный:A:-:-			
agamyarūpa	agamyarUpa	noun	4	1	непроходимой	flag	inflected,unknown	непроходимый		непроходимый:A:-:-			
agamyarūpa	agamyarUpa	noun	4	2	неприглядной	flag	inflected,unknown	неприглядный		неприглядный:A:-:-			
agamyarūpa	agamyarUpa	noun	4	3	непроходимым	flag	inflected,unknown	непроходимый		непроходимый:A:-:-			
agamyā	agamyA	NOUN	7	2	недостижимо	flag	inflected,unknown	недостижимый		недостижимый:A:-:-			
agarhita	agarhita	noun	4	1	безукоризненными	flag	inflected,unknown	безукоризненный		безукоризненный:A:-:-			
agarhita	agarhita	noun	4	2	дозволенную	flag	inflected,unknown	дозволенный		дозволить:V:-:-			
agarhita	agarhita	noun	4	3	непредосудительными	flag	inflected,unknown	непредосудительный		непредосудительный:A:-:-			
agaru	agaru	NOUN	4	2	благовониями	flag	inflected,unknown	благовоние		благовоние:S:-:-			
agati	agati	ADJ	7	1	лишенных	flag	inflected_ambiguous,unknown			лишённый:A:-:-			
agatāsu	agatAsu	noun	15	1	живых	flag	inflected,unknown	живой		живой:A:-:-			
agatāsu	agatAsu	noun	15	3	живущих	flag	inflected,unknown	живущий		жить:V:-:-			
agha	aGa	NOUN	71	3	виной	flag	inflected,unknown	вина		вина:S:-:-			
aghnya	aGnya	NOUN	5	1	быка	flag	inflected,unknown	бык		бык:S:-:-			
aghāy	aGAy	VERB	8	1	злоумышленника	flag	inflected,unknown	злоумышленник		злоумышленник:S:-:-			
aghāy	aGAy	VERB	8	3	злоумышляющего	flag	inflected,unknown	злоумышляющий		злоумышлять:V:-:-			
agnija	agnija	NOUN	2	1	пожара	flag	inflected,unknown	пожар		пожар:S:-:-			
agnijvālā	agnijvAlA	NOUN	2	2	огня	flag	inflected,unknown	огонь		огонь:S:-:-			
agnisaṃkāśa	agnisaMkASa	noun	5	2	огнеподобными	flag	inflected,unknown	огнеподобный		огнеподобный:A:-:-			
agnivarṇa	agnivarRa	noun	10	3	воспламененным	flag	inflected,unknown	воспламенённый		воспламенить:V:-:-			
agnivarṇā	agnivarRA	NOUN	2	1	огнецветной	flag	inflected,unknown	огнецветный		огнецветный:A:-:-			
agniśikhā	agniSiKA	NOUN	9	2	пламени	flag	inflected,unknown	пламя		пламя:S:-:-			
agnyāgāra	agnyAgAra	NOUN	2	2	сосудах	flag	inflected	сосуд	3	сосуд:S:3:25.97			
agraha	agraha	NOUN	2	1	руками	flag	inflected	рука	5	рука:S:5:1367.37			
agraha	agraha	NOUN	2	2	выслушал	flag	inflected,unknown	выслушать		выслушать:V:-:-			
agrahāra	agrahAra	NOUN	2	1	деревню	flag	inflected,unknown	деревня		деревня:S:-:-			
agrajanman	agrajanman	noun	7	1	брахмана	flag	inflected,unknown	брахман		брахман:S:-:-			
agrajā	agrajA	NOUN	2	2	перворожденного	flag	inflected,unknown	перворождённый		перворождённый:A:-:-			
agraṇī	agraRI	NOUN	15	3	главного	flag	inflected_ambiguous,unknown			главное:S:-:-			
agresara	agresara	ADJ	3	1	подобает	flag	inflected,unknown	подобать		подобать:V:-:-			
agreṇa	agreRa	ADV	5	1	кончиком	flag	inflected,unknown	кончик		кончик:S:-:-			
agreṇa	agreRa	ADV	5	3	концом	flag	inflected,unknown	конец		конец:S:-:-			
agru	agru	ADJ	11	3	незамужними	flag	inflected,unknown	незамужний		незамужний:A:-:-			
agrya	agrya	ADJ	64	3	прекрасными	flag	inflected	прекрасный	4	прекрасный:A:4:204.71			
agu	agu	ADJ	3	2	попали	flag	inflected_ambiguous,unknown			попасть:V:-:-			
agupta	agupta	noun	5	1	неохраняемой	flag	inflected,unknown	неохраняемый		неохраняемый:A:-:-			
aguṇa	aguRa	NOUN	12	1	недостатках	flag	inflected,unknown	недостаток		недостаток:S:-:-			
aguṇavat	aguRavat	ADJ	2	2	недобрых	flag	inflected,unknown	недобрый		недобрый:A:-:-			
agāradāhin	agAradAhin	noun	2	1	поджигателя	flag	inflected,unknown	поджигатель		поджигатель:S:-:-			
agṛha	agfha	ADJ	2	1	бездомным	flag	inflected,unknown	бездомный		бездомный:A:-:-			
agṛhya	agfhya	noun	4	1	непостижим	flag	inflected,unknown	непостижимый		непостижимый:A:-:-			
ah	ah	VERB	700	1	сказал	flag	inflected	сказать	5	сказать:V:5:2472.22			
ah	ah	VERB	700	3	называют	flag	inflected,unknown	называть		называть:V:-:-			
aha	aha	PART	60	3	дней	flag	inflected,unknown	день		день:S:-:-			
ahar	ahar	NOUN	279	2	дня	flag	inflected,unknown	день		день:S:-:-			
ahar	ahar	NOUN	279	3	дней	flag	inflected,unknown	день		день:S:-:-			
ahara	ahara	noun	3	2	принеси	flag	inflected,unknown	принести		принести:V:-:-			
ahata	ahata	ADJ	14	2	уцелевших	flag	inflected,unknown	уцелевший		уцелеть:V:-:-			
ahata	ahata	ADJ	14	3	убили	flag	inflected,unknown	убить		убить:V:-:-			
ahaṃśreyas	ahaMSreyas	noun	2	1	превосходит	flag	inflected,unknown	превосходить		превосходить:V:-:-			
ahita	ahita	ADJ	80	2	врагов	flag	inflected,unknown	враг		враг:S:-:-			
ahiṃsaka	ahiMsaka	ADJ	4	3	безвредным	flag	inflected,unknown	безвредный		безвредный:A:-:-			
ahraya	ahraya	ADJ	10	1	роскошными	flag	inflected,unknown	роскошный		роскошный:A:-:-			
ahrayāṇa	ahrayARa	ADJ	3	2	неробкого	flag	inflected,unknown	неробкий		неробкий:A:-:-			
ahri	ahri	ADJ	7	2	обильным	flag	inflected,unknown	обильный		обильный:A:-:-			
ahu	ahu	noun	3	2	именуют	flag	inflected,unknown	именовать		именовать:V:-:-			
ahu	ahu	noun	3	3	считают	flag	inflected,unknown	считать		считать:V:-:-			
ahuta	ahuta	ADJ	11	3	призван	flag	inflected,unknown	призванный		призвать:V:-:-			
ahārya	ahArya	ADJ	4	1	честными	flag	inflected_ambiguous,unknown			честной:A:-:-			
ahṛdayajña	ahfdayajYa	noun	3	1	неприятное	flag	inflected,unknown	неприятный		неприятный:A:-:-			
ahṛdayajña	ahfdayajYa	noun	3	2	неприятного	flag	inflected,unknown	неприятный		неприятный:A:-:-			
aj	aj	VERB	31	1	выгнал	flag	inflected,unknown	выгнать		выгнать:V:-:-			
aj	aj	VERB	31	3	пригоните	flag	inflected,unknown	пригнать		пригнать:V:-:-			
aja	aja	NOUN	256	1	нерожденный	flag	rare		1	нерождённый:A:1:0.50			
aja	aja	NOUN	256	2	козел	flag	inflected_ambiguous,unknown			козёл:S:-:-			
aja	aja	NOUN	256	3	нерожденного	flag	inflected,rare	нерождённый	1	нерождённый:A:1:0.50			
ajagara	ajagara	NOUN	6	3	удава	flag	inflected,unknown	удав		удав:S:-:-			
ajamoda	ajamoda	NOUN	2	1	сельдерея	flag	inflected,unknown	сельдерей		сельдерей:S:-:-			
ajana	ajana	NOUN	4	3	породили	flag	inflected,unknown	породить		породить:V:-:-			
ajanman	ajanman	noun	2	1	Нерожденного	flag	inflected,rare	нерождённый	1	нерождённый:A:1:0.50			
ajanman	ajanman	noun	2	2	Нерожденный бог	flag	phrase,rare		1	нерождённый:A:1:0.50 бог:S:4:587.01			
ajara	ajara	ADJ	113	1	нестареющий	flag	rare		1	нестареющий:A:1:0.35			
ajara	ajara	ADJ	113	2	нестареющие	flag	rare		1	нестареющий:A:1:0.35			
ajara	ajara	ADJ	113	3	нестареющего	flag	inflected,rare	нестареющий	1	нестареющий:A:1:0.35			
ajaya	ajaya	NOUN	13	2	победил	flag	inflected,unknown	победить		победить:V:-:-			
ajaya	ajaya	NOUN	13	3	поражением	flag	inflected,unknown	поражение		поражение:S:-:-			
ajayya	ajayya	noun	22	2	непобедимы	flag	inflected,unknown	непобедимый		непобедимый:A:-:-			
ajaḍa	ajaqa	ADJ	3	2	оштрафован	flag	inflected,unknown	оштрафованный		оштрафовать:V:-:-			
ajeya	ajeya	ADJ	39	2	непобедимы	flag	inflected,unknown	непобедимый		непобедимый:A:-:-			
ajeya	ajeya	ADJ	39	3	непобедимого	flag	inflected,unknown	непобедимый		непобедимый:A:-:-			
ajihma	ajihma	noun	9	2	прямую	flag	inflected_ambiguous,unknown			прямой:A:-:-			
ajina	ajina	NOUN	66	2	шкуру	flag	inflected,unknown	шкура		шкура:S:-:-			
ajira	ajira	NOUN	17	3	быстрых	flag	inflected,unknown	быстрый		быстрый:A:-:-			
ajita	ajita	ADJ	39	2	непобедимого	flag	inflected,unknown	непобедимый		непобедимый:A:-:-			
ajita	ajita	ADJ	39	3	непобедимому	flag	inflected,unknown	непобедимый		непобедимый:A:-:-			
ajma	ajma	NOUN	6	1	путем	flag	inflected_ambiguous						
ajoṣya	ajozya	noun	2	2	нежеланным	flag	inflected,unknown	нежеланный		нежеланный:A:-:-			
ajugupsita	ajugupsita	noun	2	1	безукоризненных	flag	inflected,unknown	безукоризненный		безукоризненный:A:-:-			
ajurya	ajurya	ADJ	21	1	нестареющего	flag	inflected,rare	нестареющий	1	нестареющий:A:1:0.35			
