level	col_a	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
level_12	as	быть	ok			6	быть:V:6:12831.00			
level_12	vā	или	ok							
level_12	yadi	если	ok							
level_12	anyatra	adv. в другое место	flag	phrase,unknown		5	другой:A:5:2034.50 место:S:-:-			
level_12	gam	идти	flag	unknown			идти:V:-:-			
level_12	ka	какой	flag	unknown			какой:A:-:-			
level_12	upāya	(m) способ, уловка, хитрость	flag	phrase,unknown			способ:S:-:- уловка:S:-:- хитрость:S:-:-			
level_12	satya	(n) истина, правда	flag	phrase,unknown			истина:S:-:-			
level_12	avagam	доходить, узнавать	flag	phrase,unknown			доходить:V:-:- узнавать:V:-:-			
level_12	iti	так (указание на конец прямой речи)	flag	phrase,unknown			указание:S:-:- конец:S:-:- прямой:A:-:- речь:S:-:-			
level_12	sthā	стоять	flag	unknown			стоять:V:-:-			
level_12	uccais	adv. громко	flag	unknown			громко:ADV:-:-			
level_12	ākruś	кричать	flag	unknown			кричать:V:-:-			
level_12	nityam	adv. всегда, постоянно	flag	phrase,unknown			всегда:ADV:-:- постоянно:ADV:-:-			
level_12	mām	(A.sg.) от aham	ok	phrase						
level_12	āhvā	звать, призывать	flag	phrase,unknown			звать:V:-:- призывать:V:-:-			
level_12	adya	adv. сегодня	flag	unknown			сегодня:ADV:-:-			
level_12	kim	что?	ok							
level_12	tūṣṇīm	adv. молча	flag	unknown			молча:ADV:-:-			
level_12	katham	почему?	flag	unknown			почему:ADV:-:-			
level_12	anyathā	иначе, в противном случае	flag	phrase,unknown		4	иначе:ADV:4:117.98 противный:A:-:- случай:S:-:-			
level_12	punar	снова, опять	flag	phrase,unknown			снова:ADV:-:- опять:ADV:-:-			
level_12	tam	(A.sg.) от sa	ok	phrase						
level_12	ākarṇ	слышать	flag	unknown			слышать:V:-:-			
level_12	garj	рычать	flag	unknown			рычать:V:-:-			
level_12	garjana	(n) рычание	flag	phrase,unknown			рычание:S:-:-			
level_12	tasmād	(Abl. sg. от tad) это	ok	phrase						
level_12	sthāna	(n) место	flag	phrase,unknown			место:S:-:-			
level_12	dhāv	бежать	flag	unknown			бежать:V:-:-			
level_12	evam	так, таким образом	flag	phrase,unknown			такой:A:-:- образ:S:-:-			
level_12	jīvana	(n) жизнь	flag	phrase,unknown			жизнь:S:-:-			
level_12	rakṣ	спасать, защищать	flag	phrase,unknown			спасать:V:-:- защищать:V:-:-			
level_13	nadī	(f) река	flag	phrase,unknown			река:S:-:-			
level_13	vadhū	(f) невеста	flag	phrase,unknown			невеста:S:-:-			
level_13	tantrī	(f) струна	flag	phrase,unknown			струна:S:-:-			
level_13	kokila	(f) кукушка	flag	phrase,unknown			кукушка:S:-:-			
level_13	balāka	(f) журавль	flag	phrase,unknown			журавль:S:-:-			
level_13	bālaka	(m) молодой	ok	phrase		4	молодой:A:4:477.42			
level_13	bālikā	(f) молодая, девушка	flag	phrase,unknown		4	молодой:A:4:477.42 девушка:S:-:-			
level_13	gāyaka	(m) певец	flag	phrase,unknown			певец:S:-:-			
level_13	gāyakī	(f) певица	flag	phrase,unknown			певица:S:-:-			
level_13	haṃsa	(m) гусь	flag	phrase,unknown			гусь:S:-:-			
level_13	mayūra	(m) павлин	flag	phrase,unknown			павлин:S:-:-			
level_13	vyāghra	(m) тигр	flag	phrase,unknown			тигр:S:-:-			
level_13	devatā	(f) божество	flag	phrase,unknown			божество:S:-:-			
level_13	nagarī	(n) город	flag	phrase,unknown			город:S:-:-			
level_13	patnī	(f) госпожа; жена, супруга	flag	phrase,unknown		4	госпожа:S:-:- жена:S:4:424.54 супруг:S:-:-			
level_13	śvaśrū	(f) свекровь	flag	phrase,unknown			свекровь:S:-:-			
level_13	matsya	(m) рыба	flag	phrase,unknown			рыба:S:-:-			
level_13	amuka	такой-то, имярек	flag	phrase,unknown			такой-то:A:-:- имярек:S:-:-			
level_13	anta	(m,n) ) конец, край, предел	flag	phrase,unknown			конец:S:-:- край:S:-:- предел:S:-:-			
level_13	durjana	(m) плохой человек, злодей	flag	phrase,unknown		5	плохой:A:-:- человек:S:5:2888.63 злодей:S:-:-			
level_13	īśvara	(m) господин, повелитель, бог, всевышний	flag	phrase,unknown		4	господин:S:-:- повелитель:S:-:- бог:S:4:587.01 всевышний:S:-:-			
level_13	satya	верный; надежный, (n) правда, истина	flag	phrase,unknown			верный:A:-:- надёжный:A:-:- истина:S:-:-			
level_13	vāṇijya	(n) торговля	flag	phrase,unknown			торговля:S:-:-			
level_13	pāśupālya	(n) скотоводство	flag	phrase,unknown			скотоводство:S:-:-			
level_13	bhūṣaṇa	(n) украшение	flag	phrase,unknown			украшение:S:-:-			
level_13	tar	переправляться через, пересекать	flag	phrase,unknown			переправляться:V:-:- пересекать:V:-:-			
level_13	vart	вертеться, существовать, жить	flag	phrase,unknown			вертеться:V:-:- существовать:V:-:- жить:V:-:-			
level_13	prabudh	пробуждаться	flag	unknown			пробуждаться:V:-:-			
level_13	pūj	почитать, чтить, поклоняться	flag	phrase,unknown			почитать:V:-:- чтить:V:-:- поклоняться:V:-:-			
level_13	kup	быть сердитым, гневаться на кого-либо	flag	phrase,unknown		6	быть:V:6:12831.00 сердитый:A:-:- гневаться:V:-:-			
level_13	vastrapūta	очищенный тканью, т. е. процеженный	flag	phrase,unknown			очистить:V:-:- ткань:S:-:- так:ADV:-:- е:S:-:- процедить:V:-:-			
level_13	satyapūta	очищенный правдой, проверенный	flag	phrase,unknown			очистить:V:-:- правда:S:-:- проверить:V:-:-			
level_13	sarva	весь, целый, всякий, каждый	flag	phrase,unknown		5	весь:A:5:4305.27 целый:A:-:- всякий:A:-:- каждый:A:-:-			
level_13	likh	писать, арапать, рисовать	flag	phrase,unknown			писать:V:-:- арапать:V:-:- рисовать:V:-:-			
level_13	sarvadā	adv. всегда, постоянно	flag	phrase,unknown			всегда:ADV:-:- постоянно:ADV:-:-			
level_13	tatas	adv. после этого, потом, затем; и, а также	flag	phrase,unknown			потом:ADV:-:- затем:ADV:-:-			
level_13	prātar	утро	flag	unknown			утро:S:-:-			
level_13	vā -	или (в постпозиции)	flag	phrase,unknown			постпозиция:S:-:-			
level_13	yadā... tadā...	когда... тогда...	flag	phrase,unknown			тогда:ADV:-:-			
level_13	yadi... tadā...	если... то...	ok	phrase						
level_13	yathā... evam...	как... так и...	ok	phrase						
level_13	hi	ибо, так как	ok	phrase						
level_13	cakra	(m,n) колесо	flag	phrase,unknown			колесо:S:-:-			
level_13	puruṣakāra	(m) дело, работа человека	flag	phrase,unknown		5	дело:S:-:- работа:S:-:- человек:S:5:2888.63			
level_13	vinā	без	ok							
level_13	daiva	(n) божественность, судьба	flag	phrase,unknown			божественность:S:-:- судьба:S:-:-			
level_13	sidh	действовать, совершаться, исполняться	flag	phrase,unknown			действовать:V:-:- совершаться:V:-:- исполняться:V:-:-			
level_13	vidyā	(f) знание	flag	phrase,unknown			знание:S:-:-			
level_13	śastra	(n) оружие	flag	phrase,unknown			оружие:S:-:-			
level_13	śāstra	(n) учение, наука, шастра	flag	phrase,unknown			учение:S:-:- наука:S:-:- шастра:S:-:-			
level_13	pratipatti	(f) уважение; успех; слава	flag	phrase,unknown			уважение:S:-:- успех:S:-:- слава:S:-:-			
level_13	ādya	первый	flag	unknown			первый:A:-:-			
level_13	hāsya	(n) смех; шутка	flag	phrase,unknown			смех:S:-:- шутка:S:-:-			
level_13	vṛddhatva	(n) старость	flag	phrase,unknown			старость:S:-:-			
level_13	dvitīya	второй	flag	unknown			второй:A:-:-			
level_13	ā-dar	уважаться, почитаться	flag	phrase,unknown			уважаться:V:-:- почитаться:V:-:-			
level_13	sadā	adv. - всегда	flag	unknown			всегда:ADV:-:-			
level_14	nī	вести, брать, уводить	flag	phrase,unknown			вести:V:-:- брать:V:-:- уводить:V:-:-			
level_14	netar	тот, кто ведет; вождь	flag	phrase,unknown			тот:A:-:- вести:V:-:- вождь:S:-:-			
level_14	nayati	он ведет	flag	phrase,unknown			вести:V:-:-			
level_14	guṇa	(m) качество, свойство, добродетель	flag	phrase,unknown			качество:S:-:- свойство:S:-:- добродетель:S:-:-			
level_14	vṛddhi	приращение, рост	flag	phrase,unknown			приращение:S:-:- рост:S:-:-			
level_14	ji	побеждать	flag	unknown			побеждать:V:-:-			
level_14	jetar	победитель	flag	unknown			победитель:S:-:-			
level_14	jayati	он побеждает	flag	phrase,unknown			побеждать:V:-:-			
level_14	jeya	которого следует победить	flag	phrase,unknown			который:A:-:- следовать:V:-:- победить:V:-:-			
level_14	pāṇi	(m) рука	ok	phrase		5	рука:S:5:1367.37			
level_14	vāri	(n) вода	ok	phrase		4	вода:S:4:573.16			
level_14	guru	(m) учитель	flag	phrase,unknown			учитель:S:-:-			
level_14	dhenu	(f) корова	flag	phrase,unknown			корова:S:-:-			
level_14	aśru	(n) слеза	flag	phrase,unknown			слеза:S:-:-			
level_14	bharata	"nom. pr. ""Бхарата"""	ok	name						
level_14	bhārata	"потомок Бхараты, ""относящийся к Бхарате"""	flag	phrase,unknown,name			потомок:S:-:- относиться:V:-:-			
level_14	śiva	"nom. Pr. имя бога ""Шива"""	flag	phrase,unknown,name		4	имя:S:-:- бог:S:4:587.01			
level_14	śaiva	"потомок Шивы, ""относящийся к Шиве"";"	flag	phrase,unknown,name			потомок:S:-:- относиться:V:-:-			
level_14	mitra	(m) друг	flag	phrase,unknown			друг:S:-:-			
level_14	maitra	дружеский	flag	unknown			дружеский:A:-:-			
level_14	pura	(n) город, крепость	flag	phrase,unknown			город:S:-:- крепость:S:-:-			
level_14	paura	городской	flag	unknown			городской:A:-:-			
level_14	deva	(m) бог, божество	flag	phrase,unknown		4	бог:S:4:587.01 божество:S:-:-			
level_14	daiva	божественный	flag	unknown			божественный:A:-:-			
level_14	megha	(m) облакo,туча	flag	phrase,unknown			облак:S:-:- туча:S:-:-			
level_14	puṣpa	(n) цветок	flag	phrase,unknown			цветок:S:-:-			
level_14	indra	"nom. Pr. Имя бога ""Индра"""	flag	phrase,unknown,name		4	имя:S:-:- бог:S:4:587.01			
level_14	sūrya	"(m) солнце, nom. pr. имя бога ""Сурья"""	flag	phrase,unknown,name		4	солнце:S:-:- имя:S:-:- бог:S:4:587.01			
level_14	śarada	(f) осень	flag	phrase,unknown			осень:S:-:-			
level_14	hima	(m) холодный; прохладный, холод, зима	flag	phrase,unknown			холодный:A:-:- прохладный:A:-:- холод:S:-:- зима:S:-:-			
level_14	vasanta	(m) весна	flag	phrase,unknown			весна:S:-:-			
level_14	grīṣma	(m) лето, жара, зной	flag	phrase,unknown			лето:S:-:- жара:S:-:- зной:S:-:-			
level_14	upala	(m) камень	ok	phrase		4	камень:S:4:178.13			
level_14	śānti	(f) мир, покой	flag	phrase,unknown		4	мир:S:4:667.85 покой:S:-:-			
level_14	vasu	(n) pl. вещи	flag	phrase,unknown			вещь:S:-:-			
level_14	giri	(m) гора	flag	phrase,unknown			гора:S:-:-			
level_14	agni	"(m) огонь, nоm. рr. Имя бога ""Агни"""	flag	phrase,unknown,name		4	огонь:S:-:- р:S:-:- имя:S:-:- бог:S:4:587.01			
level_14	ṛṣi	(m) автор и певец священных гимнов, мудрец, отшельник	flag	phrase,unknown			автор:S:-:- певец:S:-:- священный:A:-:- гимн:S:-:- мудрец:S:-:- отшельник:S:-:-			
level_14	siṃha	(m) лев	flag	phrase,unknown			лев:S:-:-			
level_14	parabhūmi	(f) чужбина (букв, чужая, другая земля)	flag	phrase,unknown		4	чужбина:S:-:- буква:S:-:- чужой:A:-:- другой:A:5:2034.50 земля:S:4:650.73			
level_14	svabhūmi	(f) родина (букв. своя земля)	flag	phrase,unknown		4	родина:S:-:- буква:S:-:- свой:A:5:4583.32 земля:S:4:650.73			
level_14	madhu	сладкий, приятный, мёд, нектар	flag	phrase,unknown			сладкий:A:-:- приятный:A:-:- мёд:S:-:- нектар:S:-:-			
level_14	mṛga	(m) животное, газель, антилопа	flag	phrase,unknown			животное:S:-:- газель:S:-:- антилопа:S:-:-			
level_14	ari	враждебный, враг, неприятель	flag	phrase,unknown			враждебный:A:-:- враг:S:-:- неприятель:S:-:-			
level_14	grantha	(m) текст, книга	flag	phrase,unknown			текст:S:-:- книга:S:-:-			
level_14	hari	желтый, зеленый, Хари (эпитет многих богов)	flag	phrase,unknown		4	жёлтый:A:-:- зелёный:A:-:- харя:S:-:- эпитет:S:-:- многий:A:-:- бог:S:4:587.01			
level_14	sādhu	хороший, благой, праведный, (m) святой человек, садху	flag	phrase,unknown		4	хороший:A:4:555.39 благой:A:-:- праведный:A:-:- святой:A:-:- человек:S:5:2888.63 садху:S:-:-			
level_14	paśu	(m) скот, мелкий домашний скот	flag	phrase,unknown			скот:S:-:- мелкий:A:-:- домашний:A:-:- скот:S:-:-			
level_14	kṣīra	(n) молоко	flag	phrase,unknown			молоко:S:-:-			
level_14	rātri	(f) ночь	flag	phrase,unknown			ночь:S:-:-			
level_14	vas	жить, обитать	flag	phrase,unknown			жить:V:-:- обитать:V:-:-			
level_14	dah	гореть, сжигать	flag	phrase,unknown			гореть:V:-:- сжигать:V:-:-			
level_14	tuṣ	быть довольным, наслаждаться чем-либо	flag	phrase,unknown		6	быть:V:6:12831.00 довольный:A:-:- наслаждаться:V:-:-			
level_14	śaṃs	рассказывать, хвалить, восхвалять	flag	phrase,unknown			рассказывать:V:-:- хвалить:V:-:- восхвалять:V:-:-			
level_14	bahis	из, от, снаружи, наружу	flag	phrase,unknown			снаружи:ADV:-:- наружу:ADV:-:-			
level_14	vidyāvihīna	лишенный знания	flag	phrase,unknown			лишённый:A:-:- знание:S:-:-			
level_14	sarva	весь, целый, всякий, каждый	flag	phrase,unknown		5	весь:A:5:4305.27 целый:A:-:- всякий:A:-:- каждый:A:-:-			
level_14	parvata	(m) гора	flag	phrase,unknown			гора:S:-:-			
level_14	bhaya	(n) опасность (для кого-либо), боязнь (чего-либо)	flag	phrase,unknown			опасность:S:-:- боязнь:S:-:-			
level_14	vajra	(n) молния, алмаз	flag	phrase,unknown			молния:S:-:- алмаз:S:-:-			
level_14	padma	(m, n) лотос	flag	phrase,unknown			лотос:S:-:-			
level_14	śiśira	(m) прохлада; холод	flag	phrase,unknown			прохлада:S:-:- холод:S:-:-			
level_14	pādapa	(m) растение (букв. пьющий корнями)	flag	phrase,unknown			растение:S:-:- буква:S:-:- пьющий:A:-:- корень:S:-:-			
level_14	vāta	(m) ветер	flag	phrase,unknown			ветер:S:-:-			
level_14	sajjana	(n) благой человек, хороший человек	flag	phrase,unknown		4	благой:A:-:- человек:S:5:2888.63 хороший:A:4:555.39 человек:S:5:2888.63			
level_14	khala	(m) злодей	flag	phrase,unknown			злодей:S:-:-			
level_14	divā	adv. днем	flag	inflected_ambiguous,unknown			день:S:-:-			
level_14	ulūka	(m) сова	flag	phrase,unknown			сова:S:-:-			
level_14	kāka	(m) ворона	flag	phrase,unknown			ворона:S:-:-			
level_14	naktam	adv. ночью	flag	unknown			ночью:ADV:-:-			
level_14	mūḍha	(m) глупец, невежда	flag	phrase,unknown,soft_rare		2	глупец:S:-:- невежда:S:2:4.31			
level_15	tyaj	(P.) сторониться, оставлять	flag	phrase,unknown			сторониться:V:-:- оставлять:V:-:-			
level_15	saṃsarga	(m) общение, соприкосновение	flag	phrase,unknown			общение:S:-:- соприкосновение:S:-:-			
level_15	durjanasaṃsarga	(m) общение с плохим человеком	flag	phrase,unknown		5	общение:S:-:- плохой:A:-:- человек:S:5:2888.63			
level_15	bhaj	(U.) почитать; уважать	flag	phrase,unknown			почитать:V:-:- уважать:V:-:-			
level_15	samāgama	(m) связь; встреча	flag	phrase,unknown			связь:S:-:- встреча:S:-:-			
level_15	sādhusamāgama	(m) встреча с благим человеком	flag	phrase,unknown		5	встреча:S:-:- благой:A:-:- человек:S:5:2888.63			
level_15	puṇya	(n) доброе дело, добро	flag	phrase,unknown			добрый:A:-:- дело:S:-:- добро:ADV:-:-			
level_15	ahorātram	adv. день и ночь; всегда	flag	phrase,unknown			день:S:-:- ночь:S:-:- всегда:ADV:-:-			
level_15	smar	помнить; думать о (A.)	flag	phrase,unknown			помнить:V:-:- думать:V:-:-			
level_15	nityam	adv. постоянно, всегда	flag	phrase,unknown			постоянно:ADV:-:- всегда:ADV:-:-			
level_15	anityatā	(f) непостоянство, бренность, изменчивость	flag	phrase,unknown			непостоянство:S:-:- бренность:S:-:- изменчивость:S:-:-			
level_15	daridra	бедный, неимущий	flag	phrase,unknown			бедный:A:-:- неимущий:A:-:-			
level_15	bhar	держать, поддерживать	flag	phrase,unknown			держать:V:-:- поддерживать:V:-:-			
level_15	kaunteya	"(m) сын Кунти (назв. трех сыновей Панду, героев эпоса ""Махабхарата"")"	flag	phrase,name,unknown		4	сын:S:4:382.88 назва:S:-:- сын:S:4:382.88 панда:S:-:- герой:S:-:- эпос:S:-:-			
level_15	mā	не (отрицание при императиве)	flag	phrase,unknown			отрицание:S:-:- императив:S:-:-			
level_15	prayam	подавать, приносить (дар)(P.)	flag	phrase,unknown			подавать:V:-:- приносить:V:-:- дар:S:-:-			
level_15	īśvara	(m) бог	ok	phrase		4	бог:S:4:587.01			
level_15	vyādhita	больной; усталый	flag	phrase,unknown			больной:A:-:- усталый:A:-:-			
level_15	auṣadha	(n) лекарство	flag	phrase,unknown			лекарство:S:-:-			
level_15	pathya	полезный, благотворный	flag	phrase,unknown			полезный:A:-:- благотворный:A:-:-			
level_15	nīruja	здоровый	ok			4	здоровый:A:4:104.60			
level_15	kim	что? зачем? (+ I.)	flag	phrase,unknown			зачем:ADV:-:-			
level_15	śiṣya	(m) ученик	flag	phrase,unknown			ученик:S:-:-			
level_15	dūta	(m) посланец	flag	phrase,unknown			посланец:S:-:-			
level_15	pitar	(m) отец	flag	phrase,unknown			отец:S:-:-			
level_15	prayāga	(m) Праяга, (назв. города, совр. Аллахабад)	flag	phrase,name,unknown			назва:S:-:- город:S:-:- совр:S:-:-			
level_15	dharma	(m) обязанность, порядок, закон	flag	phrase,unknown			обязанность:S:-:- порядок:S:-:- закон:S:-:-			
level_15	atithi	(m)гость, странник	flag	phrase,unknown			гость:S:-:- странник:S:-:-			
level_15	ājñā	(f) приказ, распоряжение	flag	phrase,unknown			приказ:S:-:- распоряжение:S:-:-			
level_15	ayodhyā	(f) название города	flag	phrase,unknown			название:S:-:- город:S:-:-			
level_15	sakhī	(f) подруга	flag	phrase,unknown			подруга:S:-:-			
level_15	śrī	(f) сияние, красота, достоинство	flag	phrase,unknown			сияние:S:-:- красота:S:-:- достоинство:S:-:-			
level_15	vasati	(f) жилище, обитель	flag	phrase,unknown			жилище:S:-:- обитель:S:-:-			
level_15	sāvitrī	(f) богиня nom.pr. Савитри, дочь Савитара	flag	phrase,unknown,name			богиня:S:-:- дочь:S:-:-			
level_15	mātar	(f) мать	ok	phrase		4	мать:S:4:413.00			
level_15	kārya	(n) дело, намерение, обязанность	flag	phrase,unknown			дело:S:-:- намерение:S:-:- обязанность:S:-:-			
level_15	padma	(n) цветок лотоса	flag	phrase,unknown			цветок:S:-:- лотос:S:-:-			
level_15	vacas	(n)слово, голос (в тексте A.sg.)	flag	phrase,unknown			слово:S:-:- голос:S:-:- текст:S:-:-			
level_15	prātar	рано утром, на заре	flag	phrase,unknown			рано:ADV:-:- утром:ADV:-:- заря:S:-:-			
level_15	punar	снова, опять	flag	phrase,unknown			снова:ADV:-:- опять:ADV:-:-			
level_15	tatra	там, туда, тогда, потом	flag	phrase,unknown			там:ADV:-:- туда:ADV:-:- тогда:ADV:-:- потом:ADV:-:-			
level_15	ārabh	приниматься за что	flag	phrase,unknown			приниматься:V:-:-			
level_15	man	думать, считать (Ā.)	flag	phrase,unknown			думать:V:-:- считать:V:-:-			
level_15	utthā	вставать, восходить (U.)	flag	phrase,unknown			вставать:V:-:- восходить:V:-:-			
level_15	ānī	доставлять, приносить, приводить (U.)	flag	phrase,unknown			доставлять:V:-:- приносить:V:-:- приводить:V:-:-			
level_15	anuṣṭhā	следовать , исполнять, совершать	flag	phrase,unknown			следовать:V:-:- исполнять:V:-:- совершать:V:-:-			
level_15	nivas	располагаться, поселяться (U.)	flag	phrase,unknown			располагаться:V:-:- поселяться:V:-:-			
level_15	nivart	возвращаться, идти обратно (Ā.)	flag	phrase,unknown			возвращаться:V:-:- идти:V:-:- обратно:ADV:-:-			
level_15	anuśās	поучать, наставлять (P)	flag	phrase,unknown			поучать:V:-:- наставлять:V:-:-			
level_16	khād	есть, питаться	flag	phrase,unknown		4	есть:V:4:151.44 питаться:V:-:-			
level_16	jīv	жить, существовать	flag	phrase,unknown			жить:V:-:- существовать:V:-:-			
level_16	pat	летать, падать	flag	phrase,unknown			летать:V:-:- падать:V:-:-			
level_16	īkṣ	смотреть, воспринимать	flag	phrase,unknown			смотреть:V:-:- воспринимать:V:-:-			
level_16	kamp	дрожать, бояться	flag	phrase,unknown			дрожать:V:-:- бояться:V:-:-			
level_16	bhāṣ	говорить, общаться	flag	phrase,unknown			говорить:V:-:- общаться:V:-:-			
level_16	vart	вертеться, существовать	flag	phrase,unknown			вертеться:V:-:- существовать:V:-:-			
level_16	labh	получать	flag	unknown			получать:V:-:-			
level_16	śikṣ	учиться	flag	unknown			учиться:V:-:-			
level_16	ṛtu	(m) время года, сезон	flag	phrase,unknown			время:S:-:- год:S:-:- сезон:S:-:-			
level_16	varṣā	(f) дождь	flag	phrase,unknown			дождь:S:-:-			
level_16	varṣartu	(m) сезон дождей	flag	phrase,unknown			сезон:S:-:- дождь:S:-:-			
level_16	varṣā-kāla	(m) время дождей	flag	phrase,unknown			время:S:-:- дождь:S:-:-			
level_16	nabha	(m) небо	flag	phrase,unknown			небо:S:-:-			
level_16	megha	(m) облако; туча	flag	phrase,unknown			облако:S:-:- туча:S:-:-			
level_16	meghācchanna	покрытый облаками, облачный	flag	phrase,unknown			покрыть:V:-:- облако:S:-:- облачный:A:-:-			
level_16	gagana	(n) небо	flag	phrase,unknown			небо:S:-:-			
level_16	capalā	(f) молния	flag	phrase,unknown			молния:S:-:-			
level_16	vi-sphur	VI кл. блистать; вспыхивать	flag	phrase,unknown			блистать:V:-:- вспыхивать:V:-:-			
level_16	kvacit... kvacit	то... то	ok	phrase						
level_16	andhakāra	(m,n) мрак, темнота	flag	phrase,unknown			мрак:S:-:- темнота:S:-:-			
level_16	sarā	(f) ручей	flag	phrase,unknown			ручей:S:-:-			
level_16	nadī	(f) река	flag	phrase,unknown			река:S:-:-			
level_16	hrada	(m) озеро	flag	phrase,unknown			озеро:S:-:-			
level_16	jalaplāvita	залитый водой, переполненный водой	flag	phrase,unknown		4	залить:V:-:- вода:S:4:573.16 переполненный:A:-:- вода:S:4:573.16			
level_16	vṛṣṭi	(f) ливень	flag	phrase,unknown			ливень:S:-:-			
level_16	paṃkila	грязный, размытый	flag	phrase,unknown			грязный:A:-:- размытый:A:-:-			
level_16	kṛṣaka	(m) земледелец, пахарь	flag	phrase,unknown			земледелец:S:-:- пахарь:S:-:-			
level_16	svakṣetra	(n) свое поле	flag	phrase,unknown		5	свой:A:5:4583.32 поле:S:-:-			
level_16	karṣ	I кл. пахать, обрабатывать	flag	phrase,unknown			пахать:V:-:- обрабатывать:V:-:-			
level_16	bīja	(n) зерно, семя	flag	phrase,unknown			зерно:S:-:- семя:S:-:-			
level_16	vap	I кл. сеять	flag	phrase,unknown			сеять:V:-:-			
level_16	madhura	сладкий	flag	unknown			сладкий:A:-:-			
level_16	pakva	спелый	flag	unknown			спелый:A:-:-			
level_16	āmraphala	(n) плод манго	flag	phrase,unknown			плод:S:-:- манго:S:-:-			
level_16	jambūphala	(n) плод дерева джамбу	flag	phrase,unknown			плод:S:-:- дерево:S:-:- джамба:S:-:-			
level_16	jana	(m) человек	ok	phrase		5	человек:S:5:2888.63			
level_16	tāni	(n) от (они), т.е. (их) (А. pl.)	flag	phrase,unknown			так:ADV:-:- е:S:-:-			
level_16	svāgata	(n) приветствие (по случаю прихода)	flag	phrase,unknown			приветствие:S:-:- случай:S:-:- приход:S:-:-			
level_16	svāgataṃ kar	приветствовать приход кого или чего либо (+ G.)	flag	phrase,unknown			приветствовать:V:-:- приход:S:-:-			
level_16	udaya	(m) восход	flag	phrase,unknown			восход:S:-:-			
level_16	asta	(m) заход (солнца)	flag	phrase,unknown			заход:S:-:- солнце:S:-:-			
level_16	sūrya	(m) солнце, бог солнца	flag	phrase,unknown		4	солнце:S:-:- бог:S:4:587.01 солнце:S:-:-			
level_16	prakāśa	(m) свет, блеск	flag	phrase,unknown			свет:S:-:- блеск:S:-:-			
level_16	kiraṇa	(m) луч	flag	phrase,unknown			луч:S:-:-			
level_16	parvata	(m) гора	flag	phrase,unknown			гора:S:-:-			
level_16	śikhara	(m) острый, вершина(горы)	flag	phrase,unknown			острый:A:-:- вершина:S:-:- гора:S:-:-			
level_16	divasa	(m) небо, день	flag	phrase,unknown			небо:S:-:- день:S:-:-			
level_16	madhyāhna	(m) полдень	flag	phrase,unknown			полдень:S:-:-			
level_16	sāyaṃkāla	(m) вечернее время, вечер	flag	phrase,unknown			вечерний:A:-:- время:S:-:- вечер:S:-:-			
level_16	prabhāta	(n) утро	flag	phrase,unknown			утро:S:-:-			
level_16	sāya	(n) исход дня, вечер	flag	phrase,unknown			исход:S:-:- день:S:-:- вечер:S:-:-			
level_16	namas	(n) поклон, почтение	flag	phrase,unknown			поклон:S:-:- почтение:S:-:-			
level_16	śobhā	(f) блеск, великолепие	flag	phrase,unknown			блеск:S:-:- великолепие:S:-:-			
level_16	niśā	(f) ночь	flag	phrase,unknown			ночь:S:-:-			
level_16	diśā	(f) направление	flag	phrase,unknown			направление:S:-:-			
level_16	pūrva-diśā	(f) первая, восток	flag	phrase,unknown			первый:A:-:- восток:S:-:-			
level_16	paścima-diśā	(f) последняя, запад	flag	phrase,unknown		4	последний:A:4:725.90 запад:S:-:-			
level_16	dakṣiṇa-diśā	(f) южная сторона, юг	flag	phrase,unknown			южный:A:-:- сторона:S:-:- юг:S:-:-			
level_16	uttara-diśā	(f) север, более высокий, левый	flag	phrase,unknown			север:S:-:- более:ADV:-:- высокий:A:-:- левый:A:-:-			
level_17	uṣaḥkāla	время (богини) Ушас, рассвет	flag	phrase,unknown,name			время:S:-:- богиня:S:-:- рассвет:S:-:-			
level_17	mahiman	(m) величие; благородство	flag	phrase,unknown			величие:S:-:- благородство:S:-:-			
level_17	aśva	(m) конь	flag	phrase,unknown			конь:S:-:-			
level_17	pakṣin	(m) птица	flag	phrase,unknown			птица:S:-:-			
level_17	ulūka	(m) сова	flag	phrase,unknown			сова:S:-:-			
level_17	cakravākī	(f) красноватый гусь	flag	phrase,unknown			красноватый:A:-:- гусь:S:-:-			
level_17	kamala-vana	(n) заросли лотоса (букв, лес лотосов)	flag	phrase,unknown			заросль:S:-:- лотос:S:-:- буква:S:-:- лес:S:-:- лотосовый:A:-:-			
level_17	kriyā-bāhulya	(n) разнообразие дел, обилие дел	flag	phrase,unknown			разнообразие:S:-:- дело:S:-:- обилие:S:-:- дело:S:-:-			
level_17	paṇyājira	(n) лавка, небольшой магазин	flag	phrase,unknown			лавка:S:-:- небольшой:A:-:- магазин:S:-:-			
level_17	manuṣya	(n) человек, человеческое сущесство	flag	phrase,unknown		5	человек:S:5:2888.63 человеческий:A:-:- сущесство:S:-:-			
level_17	caura	(m) вор, грабитель	flag	phrase,unknown			вор:S:-:- грабитель:S:-:-			
level_17	kolāhala	(m,n) крик, гомон, щебетание	flag	phrase,unknown			крик:S:-:- гомон:S:-:- щебетание:S:-:-			
level_17	kṛṣaka	(m) земледелец, пахарь	flag	phrase,unknown			земледелец:S:-:- пахарь:S:-:-			
level_17	āpaṇika	(m) торговец, лавочник	flag	phrase,unknown			торговец:S:-:- лавочник:S:-:-			
