lemma	nkrya_pos	gloss_rows
близко	ADV	8
броситься	V	8
булава	S	8
вдыхать	V	8
вепрь	S	8
верхний	A	8
влажный	A	8
вложить	V	8
водопой	S	8
водоём	S	8
вожак	S	8
возвышаться	V	8
воздать	V	8
возложить	V	8
воинственный	A	8
волк	S	8
воспеть	V	8
восседать	V	8
восхвалитель	S	8
вражда	S	8
всезнающий	A	8
вспоминать	V	8
встретить	V	8
встречать	V	8
выполнить	V	8
выпускать	V	8
вырывать	V	8
выслушать	V	8
главное	S	8
глубина	S	8
глубоко	ADV	8
глухой	A	8
гневаться	V	8
голубой	A	8
гордый	A	8
господство	S	8
губить	V	8
давно	ADV	8
дань	S	8
детство	S	8
деятель	S	8
добиваться	V	8
добиться	V	8
домой	ADV	8
дуть	V	8
ежедневно	ADV	8
жгучий	A	8
жемчужный	A	8
жених	S	8
завершение	S	8
зависимый	A	8
зажигать	V	8
заключение	S	8
закрытый	A	8
занятый	A	8
заполнять	V	8
зваться	V	8
звенящий	A	8
звучать	V	8
земледелец	S	8
зоря	S	8
зрелище	S	8
индрия	S	8
испускать	V	8
кабан	S	8
кадамба	S	8
каменный	A	8
клятва	S	8
количество	S	8
колокольчик	S	8
красиво	ADV	8
красноречие	S	8
кропить	V	8
кубок	S	8
купец	S	8
кура	S	8
лак	S	8
лезвие	S	8
ловкий	A	8
логика	S	8
масть	S	8
мелкий	A	8
местопребывание	S	8
месячный	A	8
метаться	V	8
миллион	S	8
министр	S	8
момент	S	8
монах	S	8
муха	S	8
н	S	8
назвать	V	8
наиболее	ADV	8
накопить	V	8
нанести	V	8
нападение	S	8
направиться	V	8
наружу	ADV	8
натиск	S	8
натянутый	A	8
небожитель	S	8
невыносимый	A	8
негодный	A	8
некоторый	A	8
необузданный	A	8
неподвижно	ADV	8
неправда	S	8
непревзойдённый	A	8
непрерывный	A	8
нечестивец	S	8
нисхождение	S	8
обещать	V	8
обнаруживать	V	8
обнимать	V	8
обозначать	V	8
обосновывать	V	8
обученный	A	8
объяснить	V	8
ограничение	S	8
одарить	V	8
одинаково	ADV	8
одобрить	V	8
озирать	V	8
оказывать	V	8
опахать	V	8
орёл	S	8
осветить	V	8
особенно	ADV	8
остановиться	V	8
отвести	V	8
открывать	V	8
открытый	A	8
отрезать	V	8
охотно	ADV	8
очередь	S	8
очищаться	V	8
падеж	S	8
панчал	S	8
пахнуть	V	8
печалиться	V	8
писать	V	8
повеление	S	8
поверхность	S	8
повторение	S	8
поддать	V	8
подпруга	S	8
подчинить	V	8
подъём	S	8
поедать	V	8
пока	ADV	8
показать	V	8
поклониться	V	8
полезный	A	8
поражать	V	8
посланец	S	8
последовательно	ADV	8
последствие	S	8
поцеловать	V	8
презренный	A	8
преимущество	S	8
прекратить	V	8
премудрый	A	8
преследователь	S	8
привлечь	V	8
привыкнуть	V	8
признание	S	8
прислать	V	8
пробить	V	8
пробуждать	V	8
проглотить	V	8
прогонять	V	8
произведение	S	8
проливать	V	8
пронзать	V	8
противоречие	S	8
прошедшее	S	8
пустой	A	8
раджа	S	8
разбежаться	V	8
разбивать	V	8
разложить	V	8
разукрасить	V	8
ранее	ADV	8
раса	S	8
расположить	V	8
расположиться	V	8
расстройство	S	8
расход	S	8
ревностный	A	8
результат	S	8
ремесленник	S	8
росток	S	8
рукоять	S	8
самка	S	8
сварить	V	8
светило	S	8
светящийся	A	8
сердечный	A	8
сетовать	V	8
сказание	S	8
склоняться	V	8
скорбеть	V	8
слабость	S	8
сложный	A	8
сломать	V	8
слоновий	A	8
смертельный	A	8
смешаться	V	8
снаружи	ADV	8
снять	V	8
создание	S	8
сокрушать	V	8
соперничать	V	8
соприкосновение	S	8
состязаться	V	8
спалить	V	8
спасть	V	8
спокойствие	S	8
сразу	ADV	8
стечение	S	8
страсть	ADV	8
строфа	S	8
стыдиться	V	8
стяг	S	8
судья	S	8
сут	S	8
танцор	S	8
течь	S	8
толк	S	8
торговля	S	8
тоска	S	8
тотчас	ADV	8
тюрбан	S	8
тяжесть	S	8
уважение	S	8
уголь	S	8
уединение	S	8
уже	ADV	8
указание	S	8
упанишад	S	8
услужение	S	8
установить	V	8
утро	S	8
уцелеть	V	8
холодный	A	8
хромой	A	8
целиком	ADV	8
цепь	S	8
четверть	S	8
четырнадцатый	A	8
чинить	V	8
чувствовать	V	8
шутка	S	8
щедро	ADV	8
энергия	S	8
юноша	S	8
являть	V	8
ячмень	S	8
алый	A	7
амулет	S	7
ана	S	7
апсар	S	7
аромат	S	7
атом	S	7
бамбук	S	7
безмерный	A	7
безрукий	A	7
биться	V	7
благословенный	A	7
благоухание	S	7
бледный	A	7
блюдо	S	7
боб	S	7
бодрствование	S	7
большеокий	A	7
бурный	A	7
ваш	A	7
везде	ADV	7
вездесущий	A	7
вена	S	7
верх	S	7
взглянуть	V	7
вздыматься	V	7
владычица	S	7
внизу	ADV	7
возврат	S	7
возвращать	V	7
возглавлять	V	7
воздеть	V	7
возничий	S	7
воинство	S	7
восклицать	V	7
воспламенить	V	7
воспоминание	S	7
восторг	S	7
встретиться	V	7
втягивать	V	7
выбрать	V	7
выгода	S	7
выделить	V	7
высота	S	7
газелеокий	A	7
голый	A	7
горевать	V	7
госпожа	S	7
готовность	S	7
грубо	ADV	7
груда	S	7
данный	A	7
даром	ADV	7
длина	S	7
дно	S	7
долголетие	S	7
достигнутый	V	7
досягаемость	S	7
дядя	S	7
евнух	S	7
единство	S	7
жарка	S	7
жаркий	A	7
забыть	V	7
завтра	ADV	7
задумать	V	7
закат	S	7
заклад	S	7
заметить	V	7
замечательный	A	7
заниматься	V	7
заплести	V	7
затылок	S	7
захотеть	V	7
зачатие	S	7
зеркало	S	7
избежать	V	7
изгонять	V	7
изобилие	S	7
инструментарий	S	7
испуганный	A	7
иссушать	V	7
истребитель	S	7
кислый	A	7
колдовской	A	7
колебание	S	7
контроль	S	7
красноватый	A	7
кусочек	S	7
ласкать	V	7
лживый	A	7
лизать	V	7
ликовать	V	7
листва	S	7
любимец	S	7
лёгкость	S	7
майя	S	7
малый	S	7
материальный	A	7
местность	S	7
метеор	S	7
минута	S	7
митра	S	7
моча	S	7
музыкальный	A	7
мёртвый	S	7
наводить	V	7
навредить	V	7
наедине	ADV	7
накопление	S	7
направляться	V	7
насекомое	S	7
населить	V	7
наследник	S	7
насытиться	V	7
насыщать	V	7
начищать	V	7
неведение	S	7
невежество	S	7
неверующий	A	7
незнание	S	7
неизменный	A	7
необоримый	A	7
необычайный	A	7
неразрушимый	A	7
ниц	ADV	7
нравиться	V	7
обманщик	S	7
обманывать	V	7
обходить	V	7
община	S	7
объединиться	V	7
обычный	A	7
одноглазый	A	7
окончание	S	7
окружение	S	7
омывать	V	7
омыть	V	7
опалять	V	7
оперить	V	7
опечалиться	V	7
описание	S	7
освежать	V	7
осенний	A	7
осязание	S	7
отборный	A	7
отринуть	V	7
отсек	S	7
отступать	V	7
охота	S	7
очевидный	A	7
пагубный	A	7
пасти	V	7
пастись	V	7
переправа	S	7
платить	V	7
плыть	V	7
победный	A	7
повар	S	7
поверженный	A	7
повреждение	S	7
повторный	A	7
погнать	V	7
погонщик	S	7
подавлять	V	7
подвижница	S	7
поддаваться	V	7
подлый	A	7
поднести	V	7
подчинённый	A	7
покидать	V	7
покинутый	A	7
покровительство	S	7
полено	S	7
полумесяц	S	7
пользоваться	V	7
помазать	V	7
помещение	S	7
помрачение	S	7
понять	V	7
попугай	S	7
порадовать	V	7
последующий	A	7
посмотреть	V	7
поститься	V	7
поторапливать	V	7
поэма	S	7
правильно	ADV	7
превыше	ADV	7
прегрешение	S	7
предлагать	V	7
препятствовать	V	7
прибегнуть	V	7
приверженец	S	7
приготовление	S	7
применение	S	7
принесение	S	7
присущий	A	7
притирание	S	7
притягивать	V	7
приятно	ADV	7
пробудиться	V	7
пробуждаться	V	7
проводить	V	7
провозгласить	V	7
прозорливый	A	7
произнести	V	7
пролить	V	7
простить	V	7
простой	A	7
противостоять	V	7
протяжённость	S	7
проходить	V	7
прошлый	A	7
пугать	V	7
пузырь	S	7
пыльца	S	7
пятка	S	7
равновесие	S	7
разбросать	V	7
развлекаться	V	7
раздать	V	7
раздробить	V	7
разжечь	V	7
разить	V	7
различение	S	7
разрушить	V	7
раскалывать	V	7
распространять	V	7
растворяться	V	7
родня	S	7
рыбак	S	7
сажать	V	7
сандалия	S	7
сансар	S	7
сахар	S	7
свидетель	S	7
свободно	ADV	7
святилище	S	7
серебро	S	7
сеять	V	7
скопище	S	7
скромность	S	7
скромный	A	7
скупой	A	7
служащий	A	7
служитель	S	7
слышный	A	7
смиренный	A	7
смирить	V	7
совсем	ADV	7
сожжение	S	7
созерцать	V	7
сокрытый	A	7
сообщить	V	7
составлять	V	7
спорить	V	7
спускаться	V	7
ствол	S	7
стекать	V	7
стекаться	V	7
стон	S	7
стоя	ADV	7
субъект	S	7
сулить	V	7
сутки	S	7
суть	S	7
сходиться	V	7
сходство	S	7
тамас	S	7
терние	S	7
товарищ	S	7
трубить	V	7
труднодоступный	A	7
труп	S	7
тут	ADV	7
тыльный	A	7
убрать	V	7
удав	S	7
указанный	V	7
уклоняться	V	7
умастить	V	7
умирать	V	7
унести	V	7
управлять	V	7
усилить	V	7
успешный	A	7
устранение	S	7
уступать	V	7
функция	S	7
харя	S	7
хина	S	7
цветочный	A	7
целое	S	7
цена	S	7
циновка	S	7
чаровать	V	7
частица	S	7
чрезмерный	A	7
шалый	A	7
явный	A	7
яловый	A	7
автор	S	6
актёр	S	6
алкать	V	6
алоэ	S	6
алчность	S	6
ароматный	A	6
ашок	S	6
баньян	S	6
безвинный	A	6
безоблачный	A	6
безрадостный	A	6
безразличие	S	6
безрассудный	A	6
беседка	S	6
бесполезный	A	6
бестелесный	A	6
благовонный	A	6
благонравный	A	6
благоприятствовать	V	6
благородство	S	6
блестящий	A	6
бороться	V	6
борьба	S	6
буйвол	S	6
буйволовый	A	6
буквенный	A	6
бурлить	V	6
бхарат	S	6
быстроходный	A	6
варить	V	6
вдова	S	6
вдохнуть	V	6
ведийский	A	6
вездесущие	S	6
вертеться	V	6
веселие	S	6
вихрь	S	6
вкратце	ADV	6
владычество	S	6
влияние	S	6
влюбить	V	6
внимательно	ADV	6
внушать	V	6
вовремя	ADV	6
водопад	S	6
возвышение	S	6
возглашать	V	6
возмездие	S	6
возможность	S	6
возмутить	V	6
воочию	ADV	6
восклицание	S	6
восхищение	S	6
всеведущий	A	6
всевозможный	A	6
всемогущий	A	6
всепобеждающий	A	6
вскоре	ADV	6
вспомнить	V	6
вспыхивать	V	6
вставать	V	6
встревожить	V	6
вступить	V	6
вход	S	6
вывод	S	6
выдерживать	V	6
вызов	S	6
выпить	V	6
выполнение	S	6
вытащить	V	6
вытесать	V	6
гиена	S	6
гнездо	S	6
горячий	A	6
грешник	S	6
громадный	A	6
громовержец	S	6
груз	S	6
дальнейший	A	6
двор	S	6
девочка	S	6
десятка	S	6
десятый	A	6
довольно	ADV	6
доктрина	S	6
домочадец	S	6
дурно	ADV	6
единоутробный	A	6
естественный	A	6
жало	S	6
жечь	V	6
живой	S	6
жирный	A	6
забава	S	6
забавляться	V	6
забывать	V	6
законный	A	6
закрыть	V	6
запереть	V	6
засов	S	6
заход	S	6
злоба	S	6
злонравный	A	6
зов	S	6
игла	S	6
игральный	A	6
изменчивый	A	6
изнурять	V	6
изъян	S	6
исполниться	V	6
испытать	V	6
истечение	S	6
исторгать	V	6
история	S	6
истреблять	V	6
касание	S	6
кишка	S	6
ковш	S	6
козни	S	6
кол	S	6
комок	S	6
короткий	A	6
кража	S	6
красоваться	V	6
крылатый	A	6
купание	S	6
лагерь	S	6
лишаться	V	6
локоть	S	6
людоед	S	6
лютня	S	6
магический	A	6
макар	S	6
масса	S	6
мгновенность	S	6
менять	V	6
метать	V	6
метко	ADV	6
многоцветный	A	6
модус	S	6
молчание	S	6
мычание	S	6
наверху	ADV	6
надменный	A	6
надя	S	6
наличие	S	6
наносить	V	6
наполовину	ADV	6
направление	S	6
нарукавник	S	6
нарядный	A	6
наставить	V	6
не-сущий	A	6
неблагодарный	A	6
невеста	S	6
недавно	ADV	6
неделимый	A	6
недолжный	A	6
недостижимый	A	6
нежеланный	A	6
неистовство	S	6
немного	ADV	6
неподалёку	ADV	6
несгибаемый	A	6
несправедливость	S	6
несправедливый	A	6
несчастливый	A	6
неуязвимый	A	6
нечестивый	A	6
низина	S	6
нирвана	S	6
нищенствовать	V	6
ноздря	S	6
нужный	A	6
обезуметь	V	6
оберегать	V	6
обилие	S	6
обозначение	S	6
обрадоваться	V	6
обратно	ADV	6
обрушиваться	V	6
обрушить	V	6
обуздывать	V	6
объяснение	S	6
объяснять	V	6
объять	V	6
огласить	V	6
опечалить	V	6
оплакивать	V	6
оппонент	S	6
опуститься	V	6
опьяняться	V	6
освобождать	V	6
осквернить	V	6
ослепление	S	6
остров	S	6
осуществить	V	6
ось	S	6
отвергать	V	6
отвлечь	V	6
отвращаться	V	6
отдавать	V	6
отказ	S	6
откровение	S	6
отомстить	V	6
отрешение	S	6
отрешиться	V	6
отрицание	S	6
отсечь	V	6
отталкивать	V	6
оттолкнуть	V	6
ощущение	S	6
п	S	6
пашня	S	6
передавать	V	6
передний	A	6
перекрёсток	S	6
перенести	V	6
переносить	V	6
перепугать	V	6
пересечь	V	6
песчаный	A	6
петух	S	6
печальный	A	6
пеший	A	6
пик	S	6
письмо	S	6
пишач	S	6
плавать	V	6
плата	S	6
плодородный	A	6
плотина	S	6
плотник	S	6
повелительница	S	6
повествование	S	6
поворачиваться	V	6
поглощать	V	6
погружение	S	6
подкреплять	V	6
подлинный	A	6
подражание	S	6
подстилка	S	6
подушка	S	6
подходить	V	6
поедание	S	6
поистине	ADV	6
полить	V	6
полнолуние	S	6
поносить	V	6
попадать	V	6
порочный	A	6
посадить	V	6
посвящать	V	6
посредине	ADV	6
посредница	S	6
постепенно	ADV	6
похищать	V	6
правдивость	S	6
правящий	A	6
праздничный	A	6
практиковать	V	6
превращение	S	6
предание	S	6
прекрасноликий	A	6
приближение	S	6
приблизить	V	6
прибытие	S	6
привратник	S	6
приготовиться	V	6
принадлежность	S	6
принятие	S	6
природный	A	6
прихоть	S	6
проворный	A	6
продвигаться	V	6
прожорливый	A	6
проказа	S	6
проклинать	V	6
пропитание	S	6
прорвать	V	6
прославление	S	6
пустынь	S	6
пышный	A	6
пьяница	S	6
разбудить	V	6
развлечение	S	6
различить	V	6
размахивать	V	6
разнести	V	6
рай	S	6
рано	ADV	6
расколоться	V	6
распространить	V	6
рассказчик	S	6
рассматривать	V	6
рассуждение	S	6
рассыпаться	V	6
рвать	V	6
ржать	V	6
рисовый	A	6
родительница	S	6
родовой	A	6
родственный	A	6
рождать	V	6
саман	S	6
самообладание	S	6
самость	S	6
сандаловый	A	6
сапфир	S	6
сбоку	ADV	6
свадьба	S	6
свекровь	S	6
свершитель	S	6
своевременный	A	6
святость	S	6
секира	S	6
сердиться	V	6
сердцевина	S	6
сесть	V	6
склонить	V	6
склонять	V	6
славить	V	6
слияние	S	6
словесный	A	6
смиренно	ADV	6
смоляной	A	6
смыть	V	6
снарядить	V	6
соблазнять	V	6
собранный	A	6
совершение	S	6
содержание	S	6
содеять	V	6
соответственно	ADV	6
соперничество	S	6
сопряжение	S	6
сосед	S	6
соскочить	V	6
сосредоточиться	V	6
сотрапезник	S	6
сотрясатель	S	6
сотрясаться	V	6
сочный	A	6
справедливо	ADV	6
срезать	V	6
сталкиваться	V	6
стан	S	6
стирать	V	6
столкнуть	V	6
странник	S	6
стрелять	V	6
стремительность	S	6
ступень	S	6
ступица	S	6
ступня	S	6
стяжать	V	6
субстанция	S	6
счастливо	ADV	6
такой-то	A	6
тварь	S	6
творог	S	6
тезис	S	6
тека	S	6
течка	S	6
томить	V	6
трактат	S	6
трапеза	S	6
тринадцатый	A	6
туман	S	6
тупоумный	A	6
тыква	S	6
ублажать	V	6
увлажнять	V	6
угощать	V	6
угроза	S	6
уд	S	6
укреплять	V	6
уметь	V	6
умолять	V	6
уныние	S	6
управитель	S	6
уравновесить	V	6
усердие	S	6
усердно	ADV	6
усмиритель	S	6
устанавливать	V	6
установленный	V	6
усыпать	V	6
утешить	V	6
утка	S	6
утомлённый	A	6
учтивый	A	6
философский	A	6
хищный	A	6
хлопок	S	6
хмельный	A	6
храбрый	A	6
хребет	S	6
целомудрие	S	6
часто	ADV	6
четвероногий	A	6
четырехчастный	A	6
чужбина	S	6
шантан	S	6
широкогрудый	A	6
шлем	S	6
ягода	S	6
ядав	S	6
ясность	S	6
ястреб	S	6
авторитет	S	5
адхварь	S	5
атман	S	5
атмана	S	5
бег	S	5
бездыханный	A	5
безжизненный	A	5
безопасный	A	5
безошибочный	A	5
безразличный	A	5
беспечальный	A	5
беспорочный	A	5
беспредельный	A	5
беспричинно	ADV	5
бессилие	S	5
бетель	S	5
благодетель	S	5
благодеяние	S	5
блестеть	V	5
близнец	S	5
блюститель	S	5
борец	S	5
брахманский	A	5
бревно	S	5
бушевать	V	5
бхут	S	5
ваджрой	S	5
ввести	V	5
ввысь	ADV	5
вдох	S	5
верблюд	S	5
верхушка	S	5
весло	S	5
ветка	S	5
взволноваться	V	5
взреветь	V	5
внезапно	ADV	5
возбуждение	S	5
возвестить	V	5
возносить	V	5
возрадоваться	V	5
воитель	S	5
вопить	V	5
воспевание	S	5
воспламениться	V	5
восприниматься	V	5
впасть	V	5
вращать	V	5
вс	S	5
вселенский	A	5
всеобъемлющий	A	5
втайне	ADV	5
вхождение	S	5
выводить	V	5
выжимка	S	5
вымя	S	5
вынести	V	5
выражение	S	5
вырыть	V	5
высокочтимый	A	5
вьющийся	A	5
гад	S	5
гадюка	S	5
гандив	S	5
гандхарва	S	5
гарем	S	5
глазной	A	5
говориться	V	5
гонитель	S	5
горделивый	A	5
горестный	A	5
городской	A	5
грива	S	5
гряда	S	5
губительный	A	5
двинуться	V	5
двоедушный	A	5
дворцовый	A	5
действенный	A	5
деревенский	A	5
дерзко	ADV	5
дитя	S	5
добавление	S	5
доверять	V	5
довольство	S	5
долговечный	A	5
допустить	V	5
допущение	S	5
достославный	A	5
доступ	S	5
дравид	S	5
дремучий	A	5
дружеский	A	5
дружить	V	5
дубинка	S	5
дыбом	ADV	5
естество	S	5
жасмин	S	5
желаемый	A	5
желудок	S	5
жестоко	ADV	5
жидкость	S	5
завет	S	5
завистник	S	5
заговорить	V	5
зад	S	5
задний	A	5
зажечься	V	5
зазвучать	V	5
замышлять	V	5
запас	S	5
запретить	V	5
запятнать	V	5
зарыдать	V	5
заслужить	V	5
затмение	S	5
затопить	V	5
заточить	V	5
заходить	V	5
землетрясение	S	5
злоречивый	A	5
знамение	S	5
зреть	V	5
зять	S	5
избавиться	V	5
извиваться	V	5
изливать	V	5
изматывать	V	5
изменять	V	5
измерить	V	5
изогнутый	A	5
изречь	V	5
интеллект	S	5
искра	S	5
искусственный	A	5
испортить	V	5
испросить	V	5
испустить	V	5
иссякнуть	V	5
источать	V	5
исходящий	A	5
кадр	S	5
кали	S	5
картина	S	5
каурав	S	5
кидаться	V	5
кичиться	V	5
кланяться	V	5
класть	V	5
кобыла	S	5
колючка	S	5
кончина	S	5
копать	V	5
корабль	S	5
коралл	S	5
косица	S	5
котёл	S	5
крапчатый	A	5
кратко	ADV	5
кредитор	S	5
кривая	S	5
кричащий	A	5
крошить	V	5
кругом	ADV	5
кружить	V	5
кулак	S	5
купить	V	5
кхадир	S	5
лента	S	5
леса	S	5
лето	S	5
лжец	S	5
линия	S	5
литавра	S	5
любопытство	S	5
людская	S	5
мгновенно	ADV	5
медведь	S	5
медитация	S	5
медленно	ADV	5
медлить	V	5
медно-красный	A	5
мелодия	S	5
меняться	V	5
метательный	A	5
метод	S	5
милосердие	S	5
мнить	V	5
многожеланный	A	5
многомудрый	A	5
многопрославить	V	5
могучерукий	A	5
молвить	V	5
молить	V	5
монахиня	S	5
мотыга	S	5
мочевой	A	5
мошонка	S	5
мрачный	A	5
мычать	V	5
мышьяк	S	5
мяч	S	5
набухать	V	5
надеяться	V	5
надёжно	ADV	5
называться	V	5
наконечник	S	5
накормить	V	5
напряжение	S	5
насильно	ADV	5
насквозь	ADV	5
наследство	S	5
настигнуть	V	5
настойчиво	ADV	5
настроить	V	5
научить	V	5
нацеливаться	V	5
небывалый	A	5
невежественный	A	5
неверие	S	5
неверно	ADV	5
невиновный	A	5
невозможность	S	5
невозможный	A	5
невозмутимость	S	5
невозмутимый	A	5
негодяй	S	5
недобрый	A	5
недружелюбный	A	5
недуг	S	5
незамужний	A	5
незапятнанный	A	5
незначительный	A	5
неизвестный	A	5
неизменно	ADV	5
неимущий	A	5
неистинный	A	5
неистощимый	A	5
ненасытный	A	5
непрерывность	S	5
непрестанно	ADV	5
непривязанный	A	5
непробиваемый	A	5
непроходимый	A	5
нераздельный	A	5
неразумие	S	5
нерегулярность	S	5
нерешительный	A	5
несметный	A	5
нетерпение	S	5
неузнанный	A	5
нечеловеческий	A	5
низвергаться	V	5
нишадх	S	5
ножны	S	5
нужда	S	5
нуждаться	V	5
обвивать	V	5
обессилеть	V	5
обжигать	V	5
обнажённый	A	5
обнаружение	S	5
ободрить	V	5
ободрять	V	5
обозначить	V	5
обоснование	S	5
образовать	V	5
обрушиться	V	5
обуять	V	5
общаться	V	5
объединение	S	5
огорчить	V	5
ограда	S	5
одиннадцатый	A	5
одинокий	A	5
одновременно	ADV	5
одобрение	S	5
одобрять	V	5
окатить	V	5
округлый	A	5
опахало	S	5
определённый	A	5
ослица	S	5
оснастить	V	5
осознание	S	5
останавливаться	V	5
остро	ADV	5
осуждение	S	5
отверженный	A	5
отдельность	S	5
отзвук	S	5
отклоняться	V	5
открыто	ADV	5
отлогий	A	5
отозваться	V	5
отрешённость	S	5
отрешённый	A	5
отросток	S	5
отсекать	V	5
отступление	S	5
отсутствовать	V	5
отсюда	ADV	5
оттеснять	V	5
отшельница	S	5
очаровательный	A	5
оштрафовать	V	5
ощущать	V	5
палить	V	5
паломничество	S	5
пампа	S	5
парный	A	5
пахтание	S	5
пена	S	5
перевозчик	S	5
передача	S	5
передовой	A	5
переходить	V	5
пернатый	A	5
песок	S	5
печь	S	5
плач	S	5
пляска	S	5
побудитель	S	5
погибать	V	5
поглощение	S	5
погружать	V	5
подбородок	S	5
поддерживатель	S	5
поджечь	V	5
поднятие	S	5
подражать	V	5
поедатель	S	5
поза	S	5
позвать	V	5
поздний	A	5
позиция	S	5
позорить	V	5
показываться	V	5
покоиться	V	5
поливать	V	5
полночь	S	5
полуденный	A	5
получение	S	5
помчаться	V	5
помышлять	V	5
портить	V	5
посещение	S	5
посланник	S	5
потому	ADV	5
потрясать	V	5
похвала	S	5
походка	S	5
правление	S	5
прана	S	5
превратиться	V	5
предвещать	V	5
предзнаменование	S	5
представить	V	5
предстоять	V	5
прекрасногубый	A	5
прекрасноокий	A	5
прерывать	V	5
престарелый	A	5
преуспевать	V	5
преуспеть	V	5
привлекательный	A	5
привязывать	V	5
привязь	S	5
приглашать	V	5
пригнать	V	5
прижаться	V	5
прижимать	V	5
признавать	V	5
приказывать	V	5
прикрепить	V	5
прилежный	A	5
приобретать	V	5
припасть	V	5
прислушиваться	V	5
приступить	V	5
приходящий	A	5
причастный	A	5
причитать	V	5
пробовать	V	5
продавец	S	5
продажа	S	5
прозреть	V	5
производиться	V	5
произнесение	S	5
проломить	V	5
промах	S	5
промежность	S	5
проникнуться	V	5
проститься	V	5
простёртый	A	5
противодействие	S	5
противоречивый	A	5
противоречить	V	5
прошлое	S	5
прощение	S	5
прут	S	5
пуп	S	5
пурана	S	5
пустыня	S	5
пучина	S	5
пучок	S	5
пылкий	A	5
пятеричный	A	5
пятнистый	A	5
пятый	A	5
пёс	S	5
разведение	S	5
разверстый	A	5
раздор	S	5
раздувать	V	5
размеренный	A	5
разрушительный	A	5
разумение	S	5
разуметь	V	5
ракшасти	V	5
раненый	A	5
раскрытый	A	5
раскрыть	V	5
распадаться	V	5
распознавание	S	5
распознать	V	5
распоряжение	S	5
распутный	A	5
рассеиваться	V	5
рассмотреть	V	5
растворение	S	5
растереть	V	5
ревностно	ADV	5
религиозный	A	5
ресница	S	5
речение	S	5
решать	V	5
рисовать	V	5
робкий	A	5
ров	S	5
ровный	A	5
родина	S	5
ручей	S	5
рычать	V	5
сало	S	5
самомнение	S	5
самосущий	A	5
свадебный	A	5
сверкание	S	5
свидетельство	S	5
сжимать	V	5
сиятельный	A	5
скакать	V	5
скамья	S	5
склонный	A	5
скрываться	V	5
скрыть	V	5
слабеть	V	5
слабоумный	A	5
сладкозвучный	A	5
следом	ADV	5
слиться	V	5
сломить	V	5
слоновый	A	5
смертный	S	5
смертоносный	A	5
смоковница	S	5
смочь	V	5
смутить	V	5
смущать	V	5
собачий	A	5
совокупность	S	5
сожрать	V	5
созвать	V	5
созреть	V	5
сокровенный	A	5
соль	S	5
сообщать	V	5
соответствующий	A	5
соперница	S	5
сотрясти	V	5
спереди	ADV	5
спинной	A	5
сподвижник	S	5
спуститься	V	5
сравнение	S	5
старательно	ADV	5
стервятник	S	5
стереть	V	5
стонать	V	5
стремнина	S	5
строгий	A	5
строение	S	5
строка	S	5
струиться	V	5
ступка	S	5
стыдливый	A	5
суждение	S	5
сутра	S	5
сходный	A	5
счесть	V	5
талия	S	5
танцовщица	S	5
тапас	S	5
терзаться	V	5
термин	S	5
терпеливый	A	5
тигрица	S	5
тишина	S	5
тонкостать	V	5
торчать	V	5
тосковать	V	5
традиция	S	5
трепещущий	A	5
треск	S	5
троякий	A	5
труба	S	5
тщательно	ADV	5
тщетный	A	5
тыл	S	5
тысячный	A	5
тягловый	A	5
тянуться	V	5
увеличить	V	5
увести	V	5
увозить	V	5
уготовать	V	5
удовлетворять	V	5
удовлетворённость	S	5
ужасающий	A	5
узкий	A	5
укротить	V	5
укрытый	A	5
уменьшаться	V	5
умерший	A	5
унаследовать	V	5
унижение	S	5
упадок	S	5
упомянуть	V	5
употребление	S	5
управление	S	5
упрямый	A	5
уродливый	A	5
урочный	A	5
усадить	V	5
успокоение	S	5
устлать	V	5
устоять	V	5
утверждение	S	5
утешать	V	5
участник	S	5
уязвимый	A	5
флаг	S	5
формула	S	5
хитрость	S	5
хлопать	V	5
хозяйство	S	5
худой	A	5
хула	S	5
цапля	S	5
цедилка	S	5
целебный	A	5
целиться	V	5
чакравака	S	5
червь	S	5
чресла	S	5
чудной	A	5
чуткий	A	5
ша	S	5
шагать	V	5
шевелиться	V	5
шест	S	5
шестнадцатый	A	5
шип	S	5
ширина	S	5
школа	S	5
штраф	S	5
шурин	S	5
агрегат	S	4
альтернативный	A	4
анг	S	4
андхра	S	4
арань	S	4
аркан	S	4
асурский	A	4
бадар	S	4
безводный	A	4
бездна	S	4
бездонный	A	4
безмолвствовать	V	4
безобразный	A	4
безъ	S	4
белые	S	4
бесконечность	S	4
бескрайний	A	4
беспокоить	V	4
беспорядок	S	4
беспрепятственность	S	4
бесстрашие	S	4
бесстыдный	A	4
бесформенный	A	4
бесчестный	A	4
бимб	S	4
благоволение	S	4
благоволить	V	4
благожелательно	ADV	4
благополучный	A	4
благосклонно	ADV	4
благословить	V	4
благостный	A	4
благотворный	A	4
бодрый	A	4
божественность	S	4
борода	S	4
брахма	S	4
брахмачариный	A	4
брачный	A	4
брод	S	4
будда	S	4
будить	V	4
будущий	A	4
буйный	A	4
бывать	V	4
ваджрать	V	4
вайя	S	4
вал	S	4
вволю	ADV	4
вдалеке	ADV	4
вдаль	ADV	4
вдохновить	V	4
веление	S	4
великодержавный	A	4
великодушный	A	4
величественный	A	4
величина	S	4
верблюдица	S	4
верность	S	4
весело	ADV	4
весенний	A	4
вздымать	V	4
взлететь	V	4
взыскующий	A	4
видарбх	S	4
