level	col_a	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
level_24	bhūtiḥ	f благополучие, благословение	flag	phrase,unknown			благополучие:S:-:- благословение:S:-:-			
level_24	bhūmiḥ	f земля, почва, страна	flag	phrase,unknown		4	земля:S:4:650.73 почва:S:-:- страна:S:-:-			
level_24	makṣikā	муха, комар	flag	phrase,unknown			муха:S:-:- комар:S:-:-			
level_24	muktiḥ	f избавление, спасение	flag	phrase,unknown			избавление:S:-:- спасение:S:-:-			
level_24	yaṣṭiḥ	f прут	flag	unknown			прут:S:-:-			
level_24	raśmiḥ	m узда, луч	flag	phrase,unknown			узда:S:-:- луч:S:-:-			
level_24	rātriḥ	f ночь	flag	unknown			ночь:S:-:-			
level_24	vraṇaḥ, vraṇam	m, n рана	flag	phrase,unknown			рана:S:-:-			
level_24	śāntiḥ	f покой	flag	unknown			покой:S:-:-			
level_24	śrutiḥ	f слух, священное писание	flag	phrase,unknown			слух:S:-:- священный:A:-:- писание:S:-:-			
level_24	smṛtiḥ	f воспоминание, предание, свод законов	flag	phrase,unknown			воспоминание:S:-:- предание:S:-:- свод:S:-:- закон:S:-:-			
level_24	svapnaḥ	сон, сновидение	flag	phrase,unknown			сон:S:-:- сновидение:S:-:-			
level_24	hanu	f челюсть	flag	unknown			челюсть:S:-:-			
level_24	nīca, nīcā	низкий	flag	unknown			низкий:A:-:-			
level_24	mukhya, mukhyā	отличный, превосходный, первый	flag	phrase,unknown			отличный:A:-:- превосходный:A:-:- первый:A:-:-			
level_24	laghu, laghvī	легкий	flag	unknown			лёгкий:A:-:-			
level_25	atikram	4, 1P. / 1Ā. переходить за,  проходить, переступать, нарушать	flag	phrase,unknown			переходить:V:-:- проходить:V:-:- переступать:V:-:- нарушать:V:-:-			
level_25	adhisthā	стоять над, на, взлезать, повелевать	flag	phrase,unknown			стоять:V:-:- взлезать:V:-:- повелевать:V:-:-			
level_25	ujjan	рождаться, происходить из	flag	phrase,unknown			рождаться:V:-:- происходить:V:-:-			
level_25	niṣev	обслуживать, населять, посещать	flag	phrase,unknown			обслуживать:V:-:- населять:V:-:- посещать:V:-:-			
level_25	niṣpad	4Ā. исходить, происходить	flag	phrase,unknown			исходить:V:-:- происходить:V:-:-			
level_25	apidhā	покрывать, прикрывать	flag	phrase,unknown			покрывать:V:-:- прикрывать:V:-:-			
level_25	prajan	возникать	flag	unknown			возникать:V:-:-			
level_25	prabhū	возникать, властвовать	flag	phrase,unknown			возникать:V:-:- властвовать:V:-:-			
level_25	pratibhāṣ	отвечать	flag	unknown			отвечать:V:-:-			
level_25	pratiṣidh	1P. удерживать, запрещать	flag	phrase,unknown			удерживать:V:-:- запрещать:V:-:-			
level_25	pratihan	препятствовать, повреждать	flag	phrase,unknown			препятствовать:V:-:- повреждать:V:-:-			
level_25	rac	1P. составлять, сочинять	flag	phrase,unknown			составлять:V:-:- сочинять:V:-:-			
level_25	vinaś	исчезать, гибнуть	flag	phrase,unknown			исчезать:V:-:- гибнуть:V:-:-			
level_25	samnah	4P опоясывать, снаряжать	flag	phrase,unknown			опоясывать:V:-:- снаряжать:V:-:-			
level_26	anujñā	разрешение	flag	unknown			разрешение:S:-:-			
level_26	īśvaraḥ	бог	ok			4	бог:S:4:587.01			
level_26	kapotaḥ	голубь	flag	unknown			голубь:S:-:-			
level_26	karṇaḥ	ухо	flag	unknown			ухо:S:-:-			
level_26	kāmaḥ	желание, бог любви	flag	phrase,unknown		4	желание:S:4:164.59 бог:S:4:587.01 любовь:S:-:-			
level_26	kāraṇam	основание, причина	flag	phrase,unknown			основание:S:-:- причина:S:-:-			
level_26	krodhaḥ	гнев	flag	unknown			гнев:S:-:-			
level_26	jālam	сеть	flag	unknown			сеть:S:-:-			
level_26	dhīḥ	f ум, проницательность	flag	phrase,unknown			ум:S:-:- проницательность:S:-:-			
level_26	nāśaḥ	погибель	flag	unknown			погибель:S:-:-			
level_26	padmaḥ, padmam	лотос	flag	unknown			лотос:S:-:-			
level_26	puruṣaḥ	человек	ok			5	человек:S:5:2888.63			
level_26	mahārājaḥ	великий царь	ok	phrase		4	великий:A:4:442.42 царь:S:4:196.75			
level_26	muniḥ	m мудрец, аскет	flag	phrase,unknown			мудрец:S:-:- аскет:S:-:-			
level_26	mekhalā	пояс	flag	unknown			пояс:S:-:-			
level_26	mohaḥ	ослепление	flag	unknown			ослепление:S:-:-			
level_26	rathaḥ	повозка	flag	unknown			повозка:S:-:-			
level_26	lobhaḥ	алчность, жадность	flag	phrase,unknown			алчность:S:-:- жадность:S:-:-			
level_26	vasatiḥ	f жилище	flag	unknown			жилище:S:-:-			
level_26	śrīḥ	f счастье, богиня счастья, богатство	flag	phrase,unknown		3	счастие:S:3:29.48 богиня:S:-:- счастие:S:3:29.48 богатство:S:-:-			
level_26	samudraḥ	океан	flag	unknown			океан:S:-:-			
level_26	sṛṣṭiḥ	f творение	flag	unknown			творение:S:-:-			
level_26	hrīḥ	f стыдливость, скромность	flag	phrase,unknown			стыдливость:S:-:- скромность:S:-:-			
level_26	kṛtsnaḥ, kṛtsnā	весь, целый	flag	phrase,unknown		5	весь:A:5:4305.27 целый:A:-:-			
level_26	cāru	красивый	flag	unknown			красивый:A:-:-			
level_26	dhīraḥ, dhīrā	стойкий, мудрый, мужественный	flag	phrase,unknown			стойкий:A:-:- мудрый:A:-:- мужественный:A:-:-			
level_26	śvetaḥ, śvetā	белый	flag	unknown			белый:A:-:-			
level_27	abhyas	4P повторять, изучать, учить(ся)	flag	phrase,unknown			повторять:V:-:- изучать:V:-:- учить:V:-:-			
level_27	prās	4P бросать вперед, бросать во что-нибудь	flag	phrase,unknown			бросать:V:-:- вперёд:ADV:-:- бросать:V:-:-			
level_27	ādiś	6P приказывать	flag	unknown			приказывать:V:-:-			
level_27	dṛśya	pass от darś казаться, выглядеть	flag	phrase,unknown			казаться:V:-:- выглядеть:V:-:-			
level_27	nivas	1P жить	flag	unknown			жить:V:-:-			
level_27	pravart	1Ā приходить в движение, начинаться,   возникать;	flag	phrase,unknown			приходить:V:-:- движение:S:-:- начинаться:V:-:- возникать:V:-:-			
level_27	śuc	1P  печалиться, заботиться	flag	phrase,unknown			печалиться:V:-:- заботиться:V:-:-			
level_27	niṣad	1P садиться	flag	unknown			садиться:V:-:-			
level_28	atithiḥ	m гость	flag	unknown			гость:S:-:-			
level_28	anṛtaṃ	неправда	flag	unknown			неправда:S:-:-			
level_28	abhyāsaḥ	изучение, повторение	flag	phrase,unknown			изучение:S:-:- повторение:S:-:-			
level_28	ādeśaḥ	приказание, предписание;	flag	phrase,unknown			приказание:S:-:- предписание:S:-:-			
level_28	āsanam	сидение, стул	flag	phrase,unknown			сидение:S:-:- стул:S:-:-			
level_28	juhūḥ	f ложка, жертвенная ложка	flag	phrase,unknown			ложка:S:-:- жертвенный:A:-:- ложка:S:-:-			
level_28	pāṭhaḥ	урок	flag	unknown			урок:S:-:-			
level_28	prajā	тварь, подданый	flag	phrase,unknown			тварь:S:-:- подданый:A:-:-			
level_28	bhūḥ	f земля, почва	flag	phrase,unknown		4	земля:S:4:650.73 почва:S:-:-			
level_28	bhūṣaṇam	украшение, драгоценность	flag	phrase,unknown			украшение:S:-:- драгоценность:S:-:-			
level_28	bhrūḥ	f бровь	flag	unknown			бровь:S:-:-			
level_28	vadhūḥ	f женщина, жена	flag	phrase,unknown		4	женщина:S:-:- жена:S:4:424.54			
level_28	vediḥ	f алтарь	flag	unknown			алтарь:S:-:-			
level_28	śvaśrūḥ	f теща, свекровь	flag	phrase,unknown			тёща:S:-:- свекровь:S:-:-			
level_28	stutiḥ	f хвала, хвалебная песнь	flag	phrase,unknown			хвала:S:-:- хвалебный:A:-:- песня:S:-:-			
level_28	snuṣā	сноха	flag	unknown			сноха:S:-:-			
level_28	aparaḥ, aparā	низкий, другой	flag	phrase,unknown		5	низкий:A:-:- другой:A:5:2034.50			
level_28	paraḥ, parā	высший, другой, чужой, дальний	flag	phrase,unknown		5	высокий:A:-:- другой:A:5:2034.50 чужой:A:-:- дальний:A:-:-			
level_28	vakraḥ, vakrā	кривой, согнутый	flag	phrase,unknown			кривая:S:-:- согнутый:A:-:-			
level_28	sundaraḥ, sundarī	красивый	flag	unknown			красивый:A:-:-			
level_28	adhastāt	под, внизу	flag	phrase,unknown			внизу:ADV:-:-			
level_28	ciram	долго	flag	unknown			долго:ADV:-:-			
level_28	dīrgham	далеко, вдаль	flag	phrase,unknown			далеко:ADV:-:- вдаль:ADV:-:-			
level_28	hrasvam	коротко, ближе к	flag	phrase,unknown			коротко:ADV:-:- близкий:A:-:-			
level_28	mā	отрицание при imp.	flag	phrase,unknown			отрицание:S:-:-			
level_28	vā	или	ok							
level_29	anugam	1P следовать	flag	unknown			следовать:V:-:-			
level_29	samācar	1P справлять, исполнять, делать	flag	phrase,unknown			справлять:V:-:- исполнять:V:-:- делать:V:-:-			
level_29	vivad	1Ā спорить, состязаться	flag	phrase,unknown			спорить:V:-:- состязаться:V:-:-			
level_29	āśri	1U идти к, уходить под защиту кого-либо	flag	phrase,unknown			идти:V:-:- уходить:V:-:- защита:S:-:-			
level_30	ācāryaḥ	учитель	flag	unknown			учитель:S:-:-			
level_30	kartar	виновник, делатель, составитель, автор	flag	phrase,unknown			виновник:S:-:- делатель:S:-:- составитель:S:-:- автор:S:-:-			
level_30	kālaḥ	время	flag	unknown			время:S:-:-			
level_30	kṛpā	милость, сострадание	flag	phrase,unknown			милость:S:-:- сострадание:S:-:-			
level_30	dātar	податель, щедрый	flag	phrase,unknown			податель:S:-:- щедрый:A:-:-			
level_30	durjanaḥ	злодей	flag	unknown			злодей:S:-:-			
level_30	draṣṭar	пророк, судья, составитель (гимнов)	flag	phrase,unknown			пророк:S:-:- судья:S:-:- составитель:S:-:- гимн:S:-:-			
level_30	dhātar	творец	flag	unknown			творец:S:-:-			
level_30	niścayaḥ	решение, уверенность	flag	phrase,unknown			решение:S:-:- уверенность:S:-:-			
level_30	netar	проводник, вождь	flag	phrase,unknown			проводник:S:-:- вождь:S:-:-			
level_30	paṇḍitaḥ	ученый	flag	unknown			учёный:S:-:-			
level_30	padam	шаг	flag	unknown			шаг:S:-:-			
level_30	prāyaścittam	покаяние	flag	unknown			покаяние:S:-:-			
level_30	bhartar	кормилец, содержатель, господин,  муж	flag	phrase,unknown			кормилец:S:-:- содержатель:S:-:- господин:S:-:- муж:S:-:-			
level_30	rakṣitar	защитник	flag	unknown			защитник:S:-:-			
level_30	vyavahāraḥ	тяжба	flag	unknown			тяжба:S:-:-			
level_30	śāstar	каратель, правитель	flag	phrase,unknown			каратель:S:-:- правитель:S:-:-			
level_30	sraṣṭar	творец, творящий	flag	phrase,unknown			творец:S:-:- творить:V:-:-			
level_30	namas	почет, хвала (indecl. +Dat.)	flag	phrase,unknown			почёт:S:-:- хвала:S:-:-			
level_30	daridra, ā	бедный	flag	unknown			бедный:A:-:-			
level_30	vara, ā	лучший, превосходнейший	flag	phrase,unknown		4	хороший:A:4:555.39 превосходный:A:-:-			
level_31	car	пастись	flag	unknown			пастись:V:-:-			
level_31	man	4Ā думать, полагать	flag	phrase,unknown			думать:V:-:- полагать:V:-:-			
level_31	mud	1Ā радоваться (+In.)	flag	phrase,unknown			радоваться:V:-:-			
level_31	śaṃs	доносить, рассказывать, сообщать;  хвалить, одобрять; обижать	flag	phrase,unknown			доносить:V:-:- рассказывать:V:-:- сообщать:V:-:- хвалить:V:-:- одобрять:V:-:- обижать:V:-:-			
level_31	smar	учить	flag	unknown			учить:V:-:-			
level_32	gauḥ	m, f - бык, корова; f - речь	flag	phrase,unknown			бык:S:-:- корова:S:-:- речь:S:-:-			
level_32	gotvam	природа быка	flag	phrase,unknown			природа:S:-:- бык:S:-:-			
level_32	ghāsaḥ	корм, сено	flag	phrase,unknown			корм:S:-:- сено:S:-:-			
level_32	paṃkaḥ	m, n - болото	flag	phrase,unknown			болото:S:-:-			
level_32	pitar	du. родители; pl. тени усопших, предки	flag	phrase,unknown			родитель:S:-:- тень:S:-:- усопший:A:-:- предок:S:-:-			
level_32	budhaḥ	мудрец	flag	unknown			мудрец:S:-:-			
level_32	māsaḥ	месяц	flag	unknown			месяц:S:-:-			
level_32	yugmam	пара	flag	unknown			пара:S:-:-			
level_32	rakṣaṇam	защита	flag	unknown			защита:S:-:-			
level_32	śrāddham	поминальная жертва	flag	phrase,unknown			поминальный:A:-:- жертва:S:-:-			
level_32	adhika	f  ā - больше, больший, величайший	flag	phrase,unknown		4	большой:A:-:- больший:A:-:- великий:A:4:442.42			
level_32	kāmadugha	f  ā - исполняющий желание	flag	phrase,unknown		4	исполнять:V:-:- желание:S:4:164.59			
level_32	duṣprayukta	f ā - плохо устроенный, или  употребленный	flag	phrase,unknown			устроенный:A:-:- употребить:V:-:-			
level_32	prayukta	f  ā -  употребленный или устроенный	flag	phrase,unknown			употребить:V:-:- устроенный:A:-:-			
level_32	jyeṣṭha	f  ā  - старший	flag	unknown			старший:S:-:-			
level_32	śreṣṭha	f  ā -  лучший	ok			4	хороший:A:4:555.39			
level_32	sā	f - она	ok							
level_32	cet	если 1	ok							
level_32	nityam	всегда, ежедневно	flag	phrase,unknown			всегда:ADV:-:- ежедневно:ADV:-:-			
level_32	yadi	если 2	ok							
level_32	samyak	хорошо	flag	unknown			хорошо:ADV:-:-			
level_33	pratīkṣ	ожидать	flag	unknown			ожидать:V:-:-			
level_33	abhinand	1U радоваться	flag	unknown			радоваться:V:-:-			
level_33	ram	1Ā забавляться	flag	unknown			забавляться:V:-:-			
level_33	viram	оставлять, прекращать	flag	phrase,unknown			оставлять:V:-:- прекращать:V:-:-			
level_33	anuṣṭhā	следовать за, исполнять	flag	phrase,unknown			следовать:V:-:- исполнять:V:-:-			
level_34	udyānam	сад	flag	unknown			сад:S:-:-			
level_34	kṛṣiḥ	f земледелие	flag	unknown			земледелие:S:-:-			
level_34	jīvitam	жизнь	flag	unknown			жизнь:S:-:-			
level_34	nideśaḥ	приказание	flag	unknown			приказание:S:-:-			
level_34	pāśupālyam	скотоводство	flag	unknown			скотоводство:S:-:-			
level_34	purohitaḥ	домашний, придворный жрец	flag	phrase,unknown			домашний:A:-:- придворный:S:-:- жрец:S:-:-			
level_34	bhakṣaṇam	еда	flag	unknown			еда:S:-:-			
level_34	bhṛtakaḥ	слуга	flag	unknown			слуга:S:-:-			
level_34	maraṇam	смерть	flag	unknown			смерть:S:-:-			
level_34	mitraḥ	друг	flag	unknown			друг:S:-:-			
level_34	yuddham	битва, сражение	flag	phrase,unknown			битва:S:-:- сражение:S:-:-			
level_34	vāṇijyam	торговля	flag	unknown			торговля:S:-:-			
level_34	vidhiḥ	правило, судьба	flag	phrase,unknown			правило:S:-:- судьба:S:-:-			
level_34	śvaśuraḥ	тесть, свекор	flag	phrase,unknown			тесть:S:-:- свёкор:S:-:-			
level_34	bhadraḥ, bhadrā	хороший, милый; n - счастье	flag	phrase,unknown		3	хороший:A:4:555.39 милый:A:-:- счастие:S:3:29.48			
level_34	saṃdigdhaḥ, saṃdigdhā	сомнительный, ненадежный	flag	phrase,unknown			сомнительный:A:-:- ненадёжный:A:-:-			
level_35	aś	есть	ok			4	есть:V:4:151.44			
level_35	āśaya	кормить, давать пищу	flag	phrase,unknown			кормить:V:-:- давать:V:-:- пища:S:-:-			
level_35	adhī	изучать	flag	unknown			изучать:V:-:-			
level_35	adhyāpaya	учить	flag	unknown			учить:V:-:-			
level_35	kalpaya	делать, устанавливать	flag	phrase,unknown			делать:V:-:- устанавливать:V:-:-			
level_35	ājñā	знать, понимать	flag	phrase,unknown		5	знать:V:5:1740.03 понимать:V:-:-			
level_35	ājñāpaya	приказывать	flag	unknown			приказывать:V:-:-			
level_35	darśaya	показывать	flag	unknown			показывать:V:-:-			
level_35	paridhā	одевать	flag	unknown			одевать:V:-:-			
level_35	apanī	уводить	flag	unknown			уводить:V:-:-			
level_35	māraya	убивать	flag	unknown			убивать:V:-:-			
level_35	yājaya	приносить жертву для кого (+Acc.)	flag	phrase,unknown			приносить:V:-:- жертва:S:-:-			
level_35	abhivad	приветствовать	flag	unknown			приветствовать:V:-:-			
level_35	abhivādaya	передавать привет	flag	phrase,unknown			передавать:V:-:- привет:S:-:-			
level_35	vid	знать	ok			5	знать:V:5:1740.03			
level_35	vardh	1Ā. расти	flag	unknown			расти:V:-:-			
level_35	sthāpaya	ставить, останавливать,  устанавливать	flag	phrase,unknown			ставить:V:-:- останавливать:V:-:- устанавливать:V:-:-			
level_35	prasthā	1Ā, отправляться	flag	phrase,unknown			отправляться:V:-:-			
level_35	prasthāpaya	посылать	flag	unknown			посылать:V:-:-			
level_35	vyath	cтрадать	flag	unknown			традать:V:-:-			
level_36	amṛtam	нектар	flag	unknown			нектар:S:-:-			
level_36	upanayanam	посвящение (арийцев)	flag	phrase,unknown			посвящение:S:-:- ариец:S:-:-			
level_36	karaḥ	рука, хобот, луч, руль; подать, налог	flag	phrase,unknown		5	рука:S:5:1367.37 хобот:S:-:- луч:S:-:- руль:S:-:- подать:V:-:- налог:S:-:-			
level_36	kāśī	f Варанаси (совр. Бенарес)	flag	phrase,name,unknown			совр:S:-:-			
level_36	guṇaḥ	качество, преимущество	flag	phrase,unknown			качество:S:-:- преимущество:S:-:-			
level_36	dāsaḥ	раб, слуга	flag	phrase,unknown			раб:S:-:- слуга:S:-:-			
level_36	dūtaḥ	вестник, посланник	flag	phrase,unknown			вестник:S:-:- посланник:S:-:-			
level_36	pāṭaliputram	Патна (город в Индии)	flag	phrase,name,unknown			город:S:-:-			
level_36	manorathaḥ	желание, мечта	flag	phrase,unknown		4	желание:S:4:164.59 мечта:S:-:-			
level_36	vastram	платье	flag	unknown			платье:S:-:-			
level_36	vidhiḥ	m Брахма	ok	name						
level_36	vṛkaḥ	волк	flag	unknown			волк:S:-:-			
level_36	vedaḥ	наука, свящ. писание	flag	phrase,unknown			наука:S:-:- свящий:A:-:- писание:S:-:-			
level_37	ās	сидеть	flag	unknown			сидеть:V:-:-			
level_37	āsaya	сажать, ставить	flag	phrase,unknown			сажать:V:-:- ставить:V:-:-			
level_37	pā	пить	flag	unknown			пить:V:-:-			
level_37	pāyaya	поить	flag	unknown			поить:V:-:-			
level_37	pā	защищать	flag	unknown			защищать:V:-:-			
level_37	pālaya	защищать каузатив	flag	phrase,unknown			защищать:V:-:- каузатив:S:-:-			
level_37	prī	радоваться	flag	unknown			радоваться:V:-:-			
level_37	prīṇaya	радовать	flag	unknown			радовать:V:-:-			
level_37	bhī	бояться	flag	unknown			бояться:V:-:-			
level_37	bhīṣaya	пугать 1	flag	unknown			пугать:V:-:-			
level_37	bhāyaya	пугать 2	flag	unknown			пугать:V:-:-			
level_37	vac	говорить, называть	flag	phrase,unknown			говорить:V:-:- называть:V:-:-			
level_37	sah	1Ā переносить, терпеть	flag	phrase,unknown			переносить:V:-:- терпеть:V:-:-			
level_37	sidh	удаваться	flag	unknown			удаваться:V:-:-			
level_37	sādhaya	(о светских  вещах) совершать, достигать	flag	phrase,unknown		3	светский:A:-:- вещь:S:-:- совершать:V:-:- достигать:V:3:47.90			
level_37	han	убивать	flag	unknown			убивать:V:-:-			
level_37	ghātaya	велеть убивать	flag	phrase,unknown			велеть:V:-:- убивать:V:-:-			
level_37	hvā	звать	flag	unknown			звать:V:-:-			
level_37	hvāyaya	велеть позвать	flag	phrase,unknown			велеть:V:-:- позвать:V:-:-			
level_38	kṛṣṇaḥ	Кришна, имя бога, N. pr.	flag	phrase,name,unknown		4	имя:S:-:- бог:S:4:587.01			
level_38	gati	f путь, ход, убежище	flag	phrase,unknown			путь:S:-:- ход:S:-:- убежище:S:-:-			
level_38	chatram	зонт	flag	unknown			зонт:S:-:-			
level_38	dugdham	молоко	flag	unknown			молоко:S:-:-			
level_38	devakī	Деваки  N. pr.	ok	name						
level_38	pṛthvī	земля	ok			4	земля:S:4:650.73			
level_38	vasudevaḥ	Васудева N. pr.	ok	name						
level_38	vātaḥ	ветер	flag	unknown			ветер:S:-:-			
level_38	vāridaḥ	облако, туча	flag	phrase,unknown			облако:S:-:- туча:S:-:-			
level_38	śrī	употребляется перед собств. именами в  смысле «достопочтенный, знаменитый»	flag	phrase,unknown			употребляться:V:-:- собство:S:-:- имя:S:-:- смысл:S:-:- достопочтенный:A:-:- знаменитый:A:-:-			
level_38	salilam	вода	ok			4	вода:S:4:573.16			
level_38	svādu	сладкий	flag	unknown			сладкий:A:-:-			
level_38	kaścit, kācit	кто-нибудь, некто	ok	phrase						
level_38	kimcit	какое-нибудь, что-то, нечто	flag	phrase,unknown			какой-нибудь:A:-:- что-то:ADV:-:-			
level_38	na kaścit	никто	ok							
level_38	na kiṃcit	ничто	ok							
level_39	rohaya, ropaya	заставлять, подыматься, расти, сажать	flag	phrase,unknown			заставлять:V:-:- подыматься:V:-:- расти:V:-:- сажать:V:-:-			
level_39	lambhaya	заставлять достичь, давать	flag	phrase,unknown			заставлять:V:-:- достигнуть:V:-:- давать:V:-:-			
level_40	upaniṣad	f отдел писания в котором идеть речь о  спасении	flag	phrase,unknown			отдел:S:-:- писание:S:-:- который:A:-:- идеть:V:-:- речь:S:-:- спасение:S:-:-			
level_40	upavītam	священный шнурок	flag	phrase,unknown			священный:A:-:- шнурок:S:-:-			
level_40	kāryam	дело	flag	unknown			дело:S:-:-			
level_40	caraṇaḥ	нога	flag	unknown			нога:S:-:-			
level_40	taḍit	f молния	flag	unknown			молния:S:-:-			
level_40	dṛṣad	f - камень	ok			4	камень:S:4:178.13			
level_40	nirvṛti	f довольство, счастье	flag	phrase,unknown		3	довольство:S:-:- счастие:S:3:29.48			
level_40	poṣakaḥ	кормилец	flag	unknown			кормилец:S:-:-			
level_40	bhūbhṛt	m царь, гора	flag	phrase,unknown		4	царь:S:4:196.75 гора:S:-:-			
level_40	marut	m ветер	flag	unknown			ветер:S:-:-			
level_40	yoṣit	f жена	ok			4	жена:S:4:424.54			
level_40	viśvāsaḥ	доверие	flag	unknown			доверие:S:-:-			
level_40	vṛtraḥ	Вритра, N. pr. демона	flag	phrase,name,unknown			демон:S:-:-			
level_40	śatam	сотня	flag	unknown			сотня:S:-:-			
level_40	śarad	f осень, год	flag	phrase,unknown			осень:S:-:- год:S:-:-			
level_40	samidh	f полено	flag	unknown			полено:S:-:-			
level_40	sarit	f река	flag	unknown			река:S:-:-			
level_40	sahāyaḥ	товарищ, помощник	flag	phrase,unknown			товарищ:S:-:- помощник:S:-:-			
level_40	suhṛd	m друг	flag	unknown			друг:S:-:-			
level_40	kuśala, ā	ловкий, опытный, ученый	flag	phrase,unknown			ловкий:A:-:- опытный:A:-:- учёный:S:-:-			
level_40	trivṛt	тройной	flag	unknown			тройной:A:-:-			
level_40	durlabha, ā	трудно находимый,  недостижимый	flag	phrase,unknown			трудно:ADV:-:- находить:V:-:- недостижимый:A:-:-			
level_40	bhakta, ā	преданный, верный	flag	phrase,unknown			предать:V:-:- верный:A:-:-			
level_40	api	также, даже, хотя, и	ok	phrase						
level_40	paścāt	за (Gen.), позади	flag	phrase,unknown			позади:ADV:-:-			
level_40	vinā	без (In. или Acc.)	ok	phrase						
level_41	dam	приручать, покорять, завоевывать	flag	phrase,unknown			приручать:V:-:- покорять:V:-:- завоёвывать:V:-:-			
level_41	damaya	укрощать, одолевать	flag	phrase,unknown			укрощать:V:-:- одолевать:V:-:-			
level_41	druh	4P ненавидеть, обижать	flag	phrase,unknown			ненавидеть:V:-:- обижать:V:-:-			
level_41	dhar	держать, нести, удерживать	flag	phrase,unknown			держать:V:-:- нести:V:-:- удерживать:V:-:-			
level_41	dhāraya	нести	flag	unknown			нести:V:-:-			
level_41	bhar	1P. Ā. - нести, сохранять, содержать	flag	phrase,unknown			нести:V:-:- сохранять:V:-:- содержать:V:-:-			
level_41	utsarj	выпускать, поднимать	flag	phrase,unknown			выпускать:V:-:- поднимать:V:-:-			
level_41	pariṣvaj	1Ā обнимать	flag	unknown			обнимать:V:-:-			
level_41	prahar	бить, поражать	flag	phrase,unknown			бить:V:-:- поражать:V:-:-			
level_42	andhraḥ	название народа андхра	flag	phrase,unknown			название:S:-:- народ:S:-:- андхра:S:-:-			
level_42	ṛc	f стих Ригведы	flag	phrase,unknown,name			стих:S:-:-			
level_42	ṛtvij	m жрец	flag	unknown			жрец:S:-:-			
level_42	ruj	f  болезнь, боль	flag	phrase,unknown			болезнь:S:-:- боль:S:-:-			
level_42	auṣadham	n лекарство	flag	unknown			лекарство:S:-:-			
level_42	kāmaduh	f мифическая корова,  исполнительница всех желаний	flag	phrase,unknown		4	мифический:A:-:- корова:S:-:- исполнительница:S:-:- весь:A:5:4305.27 желание:S:4:164.59			
level_42	kaunteyaḥ	сын Кунти	ok	phrase,name		4	сын:S:4:382.88			
level_42	dṛś	f взгляд, глаз	flag	phrase,unknown			взгляд:S:-:- глаз:S:-:-			
level_42	madhulih	m пчела	flag	unknown			пчела:S:-:-			
level_42	mādhuryam	n сладость	flag	unknown			сладость:S:-:-			
level_42	vāṣpa	m, n - слеза	flag	phrase,unknown			слеза:S:-:-			
level_42	samrāj	m царь царей, император	flag	phrase,unknown		4	царь:S:4:196.75 царь:S:4:196.75 император:S:-:-			
level_42	sāmantaḥ	вассал	flag	unknown			вассал:S:-:-			
level_42	svādhyāyaḥ	чтение (Вед), самообучение	flag	phrase,unknown			чтение:S:-:- веда:S:-:- самообучение:S:-:-			
level_42	ākrānta	f ā - подвергшийся нападению,  подверженный чему	flag	phrase,unknown			подвергнуться:V:-:- нападение:S:-:- подверженный:A:-:-			
level_42	īśvara	f ā - богатый	flag	unknown			богатый:A:-:-			
level_42	nīruj	здоровый	ok			4	здоровый:A:4:104.60			
level_42	pathya	f ā - полезный, целительный	flag	phrase,unknown			полезный:A:-:- целительный:A:-:-			
level_42	baliṣṭha	f ā - сильнейший	flag	unknown			сильный:A:-:-			
level_42	ruddha	f ā - осажденный, покрытый	flag	phrase,unknown			осадить:V:-:- покрыть:V:-:-			
level_42	vidviṣṭa	f ā - ненавистный	flag	unknown			ненавистный:A:-:-			
level_42	vṛddha	f ā - старый	flag	unknown			старый:A:-:-			
level_42	vyādhita	f ā - больной	flag	unknown			больной:A:-:-			
level_42	sameta	f ā - снабженный чем	flag	phrase,unknown			снабдить:V:-:-			
level_42	kadācana, kadāpi, kadācit	когда-то	flag	unknown			когда-то:ADV:-:-			
level_43	sañj	1P. виснуть на чем, быть привязанным к ч.-л	flag	phrase,unknown		6	виснуть:V:-:- быть:V:6:12831.00 привязать:V:-:- ч:S:-:- л:S:-:-			
level_44	apsaras	небесная нимфа	flag	phrase,unknown			небесный:A:-:- нимфа:S:-:-			
level_44	kṣitipaḥ	царь	ok			4	царь:S:4:196.75			
level_44	gandhaḥ	запах	flag	unknown			запах:S:-:-			
level_44	cakṣus	n глаз	flag	unknown			глаз:S:-:-			
level_44	candramas	m луна	flag	unknown			луна:S:-:-			
level_44	cāraḥ	шпион	flag	unknown			шпион:S:-:-			
level_44	jyā	тетива	flag	unknown			тетива:S:-:-			
level_44	jyotis	n свет, светило, созвездие	flag	phrase,unknown			свет:S:-:- светило:S:-:- созвездие:S:-:-			
level_44	taḍāgaḥ	пруд	flag	unknown			пруд:S:-:-			
level_44	tapasvin	страдающий, кающийся; m аскет	flag	phrase,unknown			страдать:V:-:- каяться:V:-:- аскет:S:-:-			
level_44	dvār	f дверь, ворота	flag	phrase,unknown			дверь:S:-:- ворота:S:-:-			
level_44	nālī	труба	flag	unknown			труба:S:-:-			
level_44	payas	n вода, молоко	flag	phrase,unknown		4	вода:S:4:573.16 молоко:S:-:-			
level_44	prāṇin	m тварь, живое существо	flag	phrase,unknown			тварь:S:-:- живой:A:-:- существо:S:-:-			
